日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2016-07-14,'002780,三夫户外,82.2,82.66,78.5,78.5,78.56,3.64,4.6334,12.1112,2058897,167399476.14,5546908608.0,1397400000.0
2016-07-13,'002780,三夫户外,78.56,79.1,77.23,77.8,78.0,0.56,0.7179,6.3796,1084534,85070483.47,5301279078.4,1335520000.0
2016-07-12,'002780,三夫户外,78.0,78.8,74.0,78.1,78.2,-0.2,-0.2558,10.8302,1841126,141155143.42,5263489920.0,1326000000.0
2016-07-11,'002780,三夫户外,78.2,84.4,78.15,83.35,82.8,-4.6,-5.5556,10.7639,1829863,147458547.25,5276986048.0,1329400000.0
2016-07-08,'002780,三夫户外,82.8,85.08,82.56,83.89,83.9,-1.1,-1.3111,8.3481,1419170,119063821.64,5587396992.0,1407600000.0
2016-07-07,'002780,三夫户外,83.9,85.6,82.0,85.6,85.49,-1.59,-1.8599,10.5238,1789048,149756709.54,5661625696.0,1426300000.0
2016-07-06,'002780,三夫户外,85.49,86.5,80.8,82.9,82.84,2.65,3.1989,17.12,2910399,244103614.57,5768919913.6,1453330000.0
2016-07-05,'002780,三夫户外,82.84,84.88,81.4,82.0,81.5,1.34,1.6442,12.3506,2099601,174038557.7,5590096217.6,1408280000.0
2016-07-04,'002780,三夫户外,81.5,81.7,78.75,78.99,80.0,1.5,1.875,10.2771,1747111,140811063.19,5499672160.0,1385500000.0
2016-07-01,'002780,三夫户外,80.0,81.77,79.0,79.5,79.5,0.5,0.6289,8.1435,1384390,111251320.46,5398451200.0,1360000000.0
2016-06-30,'002780,三夫户外,79.5,81.98,78.7,81.93,84.25,-4.75,-5.638,14.6158,2484680,198961262.59,5364710880.0,1351500000.0
2016-06-29,'002780,三夫户外,84.25,85.4,81.5,83.52,84.2,0.05,0.0594,13.9997,2379948,198249625.83,5685243920.0,1432250000.0
2016-06-28,'002780,三夫户外,84.3,86.5,80.0,81.91,81.51,2.79,3.4229,15.6474,2660062,221443143.49,5688617952.0,1433100000.0
2016-06-27,'002780,三夫户外,81.51,85.66,76.53,77.0,78.22,3.29,4.2061,19.4258,3302390,271282087.27,5500346966.4,1385670000.0
2016-06-24,'002780,三夫户外,78.22,80.3,72.8,77.25,77.3,0.92,1.1902,18.2285,3098850,238611771.3,5278335660.8,1329740000.0
2016-06-23,'002780,三夫户外,77.3,78.99,75.58,78.2,77.8,-0.5,-0.6427,12.3307,2096220,161255018.27,5216253472.0,1314100000.0
2016-06-22,'002780,三夫户外,77.8,80.38,72.63,73.0,74.0,3.8,5.1351,19.7079,3350345,258186736.91,5249993792.0,1322600000.0
2016-06-21,'002780,三夫户外,74.0,77.88,71.0,75.46,75.61,-1.61,-2.1293,17.2821,2937963,222011745.41,4993567360.0,1258000000.0
2016-06-20,'002780,三夫户外,75.61,77.77,73.01,73.01,72.77,2.84,3.9027,19.518,3318068,249454527.35,5102211190.4,1285370000.0
2016-06-17,'002780,三夫户外,72.77,72.99,71.18,71.18,70.8,1.97,2.7825,7.5504,1283565,92589964.84,4910566172.8,1237090000.0
2016-06-16,'002780,三夫户外,70.8,72.49,70.28,71.48,71.86,-1.06,-1.4751,8.6258,1466393,104229746.64,4777629312.0,1203600000.0
2016-06-15,'002780,三夫户外,71.86,72.98,66.7,67.99,68.88,2.98,4.3264,11.029,1874933,134111152.88,4849158790.4,1221620000.0
2016-06-14,'002780,三夫户外,68.88,69.68,66.5,67.0,68.4,0.48,0.7018,6.8036,1156612,79352050.08,4648066483.2,1170960000.0
2016-06-13,'002780,三夫户外,68.4,74.0,68.4,73.0,76.0,-7.6,-10.0,13.7627,2339655,167565047.24,4615675776.0,1162800000.0
2016-06-08,'002780,三夫户外,76.0,79.0,75.3,79.0,80.1,-4.1,-5.1186,19.096,3246318,249660590.4,5128528640.0,1292000000.0
2016-06-07,'002780,三夫户外,80.1,80.1,72.2,72.96,72.82,7.28,9.9973,17.3327,2946553,223028493.17,5405199264.0,1361700000.0
2016-06-06,'002780,三夫户外,72.82,74.89,72.0,72.54,73.0,-0.18,-0.2466,8.1835,1391197,102083440.69,4913940204.8,1237940000.0
2016-06-03,'002780,三夫户外,73.0,74.99,71.38,73.78,73.04,-0.04,-0.0548,12.3562,2100558,153651010.14,4926086720.0,1241000000.0
2016-06-02,'002780,三夫户外,73.04,73.19,70.8,71.5,71.69,1.35,1.8831,12.1665,2068305,148972084.29,4928785945.6,1241680000.0
2016-06-01,'002780,三夫户外,71.69,74.0,70.18,70.58,71.59,0.1,0.1397,13.6315,2317361,166845499.47,4837687081.6,1218730000.0
2016-05-31,'002780,三夫户外,71.59,72.63,68.53,68.54,67.8,3.79,5.59,13.064,2220877,158241035.69,4830939017.6,1217030000.0
2016-05-30,'002780,三夫户外,67.8,69.0,64.15,65.0,66.18,1.62,2.4479,11.1656,1898159,127408865.77,4575187392.0,1152600000.0
2016-05-27,'002780,三夫户外,66.18,68.99,62.5,63.0,63.05,3.13,4.9643,12.5347,2130895,140255818.45,4465868755.2,1125060000.0
2016-05-26,'002780,三夫户外,63.05,63.8,60.08,61.1,62.28,0.77,1.2364,4.925,837257,51809196.37,4254654352.0,1071850000.0
2016-05-25,'002780,三夫户外,62.28,64.55,61.35,63.37,62.13,0.15,0.2414,5.6947,968107,61238309.94,4202694259.2,1058760000.0
2016-05-24,'002780,三夫户外,62.13,63.87,61.5,63.5,64.31,-2.18,-3.3898,5.3651,912063,56871716.71,4192572163.2,1056210000.0
2016-05-23,'002780,三夫户外,64.31,64.98,63.0,63.45,63.14,1.17,1.853,7.1501,1215515,77604568.94,4339679958.4,1093270000.0
2016-05-20,'002780,三夫户外,63.14,63.3,59.46,60.7,61.3,1.84,3.0016,5.1584,876924,53659162.94,4260727609.6,1073380000.0
2016-05-19,'002780,三夫户外,61.3,62.6,60.0,61.0,59.05,2.25,3.8103,6.1674,1048451,64439035.2,4136563232.0,1042100000.0
2016-05-18,'002780,三夫户外,59.05,61.99,58.55,61.99,62.5,-3.45,-5.52,4.314,733376,44020555.89,3984731792.0,1003850000.0
2016-05-17,'002780,三夫户外,62.5,63.89,62.05,62.88,63.06,-0.56,-0.888,3.266,555214,34967354.41,4187500000.0,1062500000.0
2016-05-16,'002780,三夫户外,63.06,63.07,61.0,61.06,61.81,1.25,2.0223,3.0734,522476,32360237.52,4225020000.0,1072020000.0
2016-05-13,'002780,三夫户外,61.81,62.72,61.32,62.09,62.09,-0.28,-0.451,3.0565,519611,32239800.84,4141270000.0,1050770000.0
2016-05-12,'002780,三夫户外,62.09,62.98,60.01,62.98,64.18,-2.09,-3.2565,3.7884,644029,39617920.08,4160030000.0,1055530000.0
2016-05-11,'002780,三夫户外,64.18,65.7,64.18,65.0,64.78,-0.6,-0.9262,3.7563,638565,41539561.96,4300060000.0,1091060000.0
2016-05-10,'002780,三夫户外,64.78,65.81,64.08,64.73,64.65,0.13,0.2011,4.1606,707298,45979468.14,4340260000.0,1101260000.0
2016-05-09,'002780,三夫户外,64.65,68.38,64.0,68.0,69.79,-5.14,-7.365,7.4204,1261461,83051924.81,4331550000.0,1099050000.0
2016-05-06,'002780,三夫户外,69.79,75.48,69.79,74.5,72.97,-3.18,-4.358,9.0853,1544504,112549638.48,4675930000.0,1186430000.0
2016-05-05,'002780,三夫户外,72.97,72.99,71.61,72.21,72.61,0.36,0.4958,5.0759,862900,62449334.83,4888990000.0,1240490000.0
2016-05-04,'002780,三夫户外,72.61,73.95,71.01,71.66,72.0,0.61,0.8472,5.9127,1005153,73193396.96,4864870000.0,1234370000.0
2016-05-03,'002780,三夫户外,72.0,72.0,69.05,70.27,70.1,1.9,2.7104,5.4408,924932,65618193.86,4824000000.0,1224000000.0
2016-04-29,'002780,三夫户外,70.1,71.96,68.11,69.66,70.09,0.01,0.0143,6.646,1129819,79782893.99,4696700000.0,1191700000.0
2016-04-28,'002780,三夫户外,70.09,70.89,67.51,70.89,70.16,-0.07,-0.0998,5.0776,863200,60193923.29,4696030000.0,1191530000.0
2016-04-27,'002780,三夫户外,70.16,71.58,67.82,68.25,68.2,1.96,2.8739,6.8054,1156925,80350707.53,4700720000.0,1192720000.0
2016-04-26,'002780,三夫户外,68.2,68.21,66.7,66.88,68.0,0.2,0.2941,4.6822,795975,53631127.43,4569400000.0,1159400000.0
2016-04-25,'002780,三夫户外,68.0,68.6,65.52,68.6,68.75,-0.75,-1.0909,4.9957,849277,57100105.2,4556000000.0,1156000000.0
2016-04-22,'002780,三夫户外,68.75,69.0,67.3,68.0,68.0,0.75,1.1029,4.221,717576,48904104.12,4606250000.0,1168750000.0
2016-04-21,'002780,三夫户外,68.0,70.9,67.9,70.4,70.55,-2.55,-3.6145,6.0825,1034032,72155440.98,4556000000.0,1156000000.0
2016-04-20,'002780,三夫户外,70.55,77.6,69.8,76.77,77.08,-6.53,-8.4717,9.7766,1662019,121732047.34,4726850000.0,1199350000.0
2016-04-19,'002780,三夫户外,77.08,78.5,75.82,75.82,75.85,1.23,1.6216,7.0067,1191147,91704220.83,5164360000.0,1310360000.0
2016-04-18,'002780,三夫户外,75.85,77.0,74.59,77.0,78.0,-2.15,-2.7564,9.0996,1546932,116981770.68,5081950000.0,1289450000.0
2016-04-15,'002780,三夫户外,78.0,82.86,77.7,78.7,80.18,-2.18,-2.7189,15.3805,2614683,208758897.85,5226000000.0,1326000000.0
2016-04-14,'002780,三夫户外,80.18,81.39,73.88,73.88,74.04,6.14,8.2928,17.3669,2952373,228864639.22,5372060000.0,1363060000.0
2016-04-13,'002780,三夫户外,74.04,75.57,72.3,73.0,73.16,0.88,1.2028,11.7412,1996010,147908653.73,4960680000.0,1258680000.0
2016-04-12,'002780,三夫户外,73.16,76.57,71.86,72.5,72.5,0.66,0.9103,12.1517,2065797,153830947.38,4901720000.0,1243720000.0
2016-04-11,'002780,三夫户外,72.5,72.65,69.99,70.0,69.3,3.2,4.6176,7.6232,1295948,93114618.7,4857500000.0,1232500000.0
2016-04-08,'002780,三夫户外,69.3,70.88,68.02,70.5,71.2,-1.9,-2.6685,7.0117,1191992,83020318.21,4643100000.0,1178100000.0
2016-04-07,'002780,三夫户外,71.2,73.29,71.2,72.9,73.28,-2.08,-2.8384,7.1934,1222883,88005286.29,4770400000.0,1210400000.0
2016-04-06,'002780,三夫户外,73.28,75.0,72.0,73.55,74.3,-1.02,-1.3728,8.6827,1476057,108461675.01,4909760000.0,1245760000.0
2016-04-05,'002780,三夫户外,74.3,74.95,70.68,72.91,72.72,1.58,2.1727,10.2157,1736671,126965059.4,4978100000.0,1263100000.0
2016-04-01,'002780,三夫户外,72.72,73.89,69.18,71.0,72.28,0.44,0.6087,12.6258,2146380,154084352.91,4872240000.0,1236240000.0
2016-03-31,'002780,三夫户外,72.28,73.9,70.46,70.5,72.0,0.28,0.3889,11.2747,1916695,138696420.59,4842760000.0,1228760000.0
2016-03-30,'002780,三夫户外,72.0,72.0,69.7,70.88,69.05,2.95,4.2723,7.2615,1234455,87872272.73,4824000000.0,1224000000.0
2016-03-29,'002780,三夫户外,69.05,71.2,68.01,71.0,71.64,-2.59,-3.6153,9.4267,1602542,111010345.99,4626350000.0,1173850000.0
2016-03-28,'002780,三夫户外,71.64,77.0,70.08,70.08,70.39,1.25,1.7758,14.4305,2453186,179240067.56,4799880000.0,1217880000.0
2016-03-25,'002780,三夫户外,70.39,71.5,69.12,70.15,70.68,-0.29,-0.4103,8.4196,1431332,100661931.19,4716130000.0,1196630000.0
2016-03-24,'002780,三夫户外,70.68,72.97,70.15,71.0,72.97,-2.29,-3.1383,11.9254,2027314,144841212.23,4735560000.0,1201560000.0
2016-03-23,'002780,三夫户外,72.97,73.98,70.5,70.89,70.97,2.0,2.8181,14.1192,2400256,173467829.01,4888990000.0,1240490000.0
2016-03-22,'002780,三夫户外,70.97,72.85,69.8,71.3,71.99,-1.02,-1.4169,12.3148,2093508,148512466.17,4754990000.0,1206490000.0
2016-03-21,'002780,三夫户外,71.99,73.0,70.0,71.2,70.09,1.9,2.7108,14.2413,2421024,172551367.63,4823330000.0,1223830000.0
2016-03-18,'002780,三夫户外,70.09,71.45,67.2,68.0,67.49,2.6,3.8524,13.4506,2286598,159897830.27,4696030000.0,1191530000.0
2016-03-17,'002780,三夫户外,67.49,68.79,65.22,65.22,65.0,2.49,3.8308,12.5485,2133245,143361992.89,4521830000.0,1147330000.0
2016-03-16,'002780,三夫户外,65.0,69.0,63.88,68.9,67.85,-2.85,-4.2004,11.9684,2034624,134295005.0,4355000000.0,1105000000.0
2016-03-15,'002780,三夫户外,67.85,71.45,67.83,68.44,69.91,-2.06,-2.9466,11.8227,2009865,139566980.51,4545950000.0,1153450000.0
2016-03-14,'002780,三夫户外,69.91,73.1,68.1,68.1,67.9,2.01,2.9602,19.1815,3260857,231250669.89,4683970000.0,1188470000.0
2016-03-11,'002780,三夫户外,67.9,69.0,61.5,62.7,63.4,4.5,7.0978,18.6925,3177718,209308848.28,4549300000.0,1154300000.0
2016-03-10,'002780,三夫户外,63.4,63.7,61.23,61.51,62.8,0.6,0.9554,12.6747,2154700,135023511.84,4247800000.0,1077800000.0
2016-03-09,'002780,三夫户外,62.8,65.0,59.1,60.0,63.27,-0.47,-0.7428,15.13,2572096,160911396.75,4207600000.0,1067600000.0
2016-03-08,'002780,三夫户外,63.27,63.33,57.0,61.66,62.3,0.97,1.557,16.4762,2800952,168041709.9,4239090000.0,1075590000.0
2016-03-07,'002780,三夫户外,62.3,64.96,61.96,61.96,61.4,0.9,1.4658,13.096,2226327,140720673.49,4174100000.0,1059100000.0
2016-03-04,'002780,三夫户外,61.4,66.98,61.29,66.3,68.1,-6.7,-9.8385,19.3983,3297713,209400523.5,4113800000.0,1043800000.0
2016-03-03,'002780,三夫户外,68.1,72.26,68.0,70.03,70.82,-2.72,-3.8407,16.6812,2835797,200013727.0,4562700000.0,1157700000.0
2016-03-02,'002780,三夫户外,70.82,71.37,65.85,67.0,68.2,2.62,3.8416,19.4274,3302652,226661538.49,4744940000.0,1203940000.0
2016-03-01,'002780,三夫户外,68.2,71.26,63.1,69.0,70.11,-1.91,-2.7243,26.1261,4441443,293013252.44,4569400000.0,1159400000.0
2016-02-29,'002780,三夫户外,70.11,77.86,70.11,77.86,77.9,-7.79,-10.0,10.9585,1862953,131965729.8,4697370000.0,1191870000.0
2016-02-26,'002780,三夫户外,77.9,81.4,75.73,79.1,81.08,-3.18,-3.9221,11.6894,1987197,155638608.82,5219300000.0,1324300000.0
2016-02-25,'002780,三夫户外,81.08,88.8,81.08,88.0,90.09,-9.01,-10.0011,13.7087,2330476,196778603.04,5432360000.0,1378360000.0
2016-02-24,'002780,三夫户外,90.09,98.0,87.4,95.24,96.51,-6.42,-6.6522,21.5497,3663449,339483494.43,6036030000.0,1531530000.0
2016-02-23,'002780,三夫户外,96.51,99.38,90.4,91.9,91.51,5.0,5.4639,22.6784,3855329,363709182.32,6466170000.0,1640670000.0
2016-02-22,'002780,三夫户外,91.51,93.0,89.32,91.0,89.31,2.2,2.4633,12.5667,2136336,194786966.49,6131170000.0,1555670000.0
2016-02-19,'002780,三夫户外,89.31,91.91,88.36,90.2,92.07,-2.76,-2.9977,12.4001,2108009,189160905.32,5983770000.0,1518270000.0
2016-02-18,'002780,三夫户外,92.07,95.0,88.5,91.01,90.3,1.77,1.9601,16.5145,2807468,257936196.7,6168690000.0,1565190000.0
2016-02-17,'002780,三夫户外,90.3,93.99,87.63,89.0,90.31,-0.01,-0.0111,14.9989,2549821,230232207.31,6050100000.0,1535100000.0
2016-02-16,'002780,三夫户外,90.31,94.66,86.0,86.0,86.3,4.01,4.6466,16.535,2810946,254479298.12,6050770000.0,1535270000.0
2016-02-15,'002780,三夫户外,86.3,89.86,80.0,82.35,86.3,0.0,0.0,11.6754,1984812,166538458.53,5782100000.0,1467100000.0
2016-02-05,'002780,三夫户外,86.3,91.0,85.3,88.58,86.3,0.0,0.0,17.9605,3053290,267256443.68,5782100000.0,1467100000.0
2016-02-04,'002780,三夫户外,86.3,86.3,80.5,80.5,78.45,7.85,10.0064,16.9693,2884787,244764234.46,5782100000.0,1467100000.0
2016-02-03,'002780,三夫户外,78.45,79.57,75.0,75.0,78.22,0.23,0.294,11.8056,2006944,154678645.06,5256150000.0,1333650000.0
2016-02-02,'002780,三夫户外,78.22,80.8,76.0,76.29,75.75,2.47,3.2607,13.7415,2336052,183895604.88,5240740000.0,1329740000.0
2016-02-01,'002780,三夫户外,75.75,82.6,75.0,80.0,82.21,-6.46,-7.8579,14.8452,2523688,198795037.69,5075250000.0,1287750000.0
2016-01-29,'002780,三夫户外,82.21,84.98,77.03,79.8,83.48,-1.27,-1.5213,19.3412,3287998,270631814.09,5508070000.0,1397570000.0
2016-01-28,'002780,三夫户外,83.48,90.8,83.48,90.0,92.76,-9.28,-10.0043,17.817,3028890,258956281.98,5593160000.0,1419160000.0
2016-01-27,'002780,三夫户外,92.76,93.88,84.99,88.07,91.32,1.44,1.5769,22.5811,3838795,344529924.15,6214920000.0,1576920000.0
2016-01-26,'002780,三夫户外,91.32,96.38,84.0,92.5,93.0,-1.68,-1.8065,29.1477,4955115,453959327.97,6118440000.0,1552440000.0
2016-01-25,'002780,三夫户外,93.0,97.0,85.0,87.09,88.49,4.51,5.0966,28.8736,4908505,443756241.19,6231000000.0,1581000000.0
2016-01-22,'002780,三夫户外,88.49,88.53,74.5,80.48,80.48,8.01,9.9528,30.7641,5229900,432612860.99,5928830000.0,1504330000.0
2016-01-21,'002780,三夫户外,80.48,91.0,80.28,88.51,86.3,-5.82,-6.7439,24.2462,4121850,359432955.23,5392160000.0,1368160000.0
2016-01-20,'002780,三夫户外,86.3,92.33,85.0,87.05,85.79,0.51,0.5945,25.9092,4404568,390695488.66,5782100000.0,1467100000.0
2016-01-19,'002780,三夫户外,85.79,87.38,81.85,84.11,81.68,4.11,5.0318,33.4976,5694587,483140623.91,5747930000.0,1458430000.0
2016-01-18,'002780,三夫户外,81.68,86.95,78.5,79.0,84.42,-2.74,-3.2457,35.8372,6092331,506812893.4,5472560000.0,1388560000.0
2016-01-15,'002780,三夫户外,84.42,90.65,84.42,90.15,93.8,-9.38,-10.0,47.5631,8085731,689601344.88,5656140000.0,1435140000.0
2016-01-14,'002780,三夫户外,93.8,98.41,89.88,90.0,89.46,4.34,4.8513,55.0953,9366207,889243604.63,6284600000.0,1594600000.0
2016-01-13,'002780,三夫户外,89.46,95.5,89.46,91.0,99.4,-9.94,-10.0,48.3247,8215196,745662227.74,5993820000.0,1520820000.0
2016-01-12,'002780,三夫户外,99.4,112.88,99.4,107.88,110.44,-11.04,-9.9964,37.6473,6400047,665814485.29,6659800000.0,1689800000.0
2016-01-11,'002780,三夫户外,110.44,110.44,104.38,110.44,100.4,10.04,10.0,75.7025,12869421,1402037588.96,7399480000.0,1877480000.0
2016-01-08,'002780,三夫户外,100.4,100.4,100.4,100.4,91.27,9.13,10.0033,18.0913,3075516,308781806.4,6726800000.0,1706800000.0
2016-01-07,'002780,三夫户外,91.27,91.27,91.27,91.27,82.97,8.3,10.0036,2.5342,430818,39320758.86,6115090000.0,1551590000.0
2016-01-06,'002780,三夫户外,82.97,82.97,82.97,82.97,75.43,7.54,9.996,0.4019,68316,5668178.52,5558990000.0,1410490000.0
2016-01-05,'002780,三夫户外,75.43,75.43,75.43,75.43,68.57,6.86,10.0044,2.0804,353662,26676724.66,5053810000.0,1282310000.0
2016-01-04,'002780,三夫户外,68.57,68.57,68.57,68.57,62.34,6.23,9.9936,3.1338,532752,36530804.64,4594190000.0,1165690000.0
2015-12-31,'002780,三夫户外,62.34,62.34,62.34,62.34,56.67,5.67,10.0053,3.4307,583225,36358246.5,4176780000.0,1059780000.0
2015-12-30,'002780,三夫户外,56.67,56.67,56.67,56.67,51.52,5.15,9.9961,0.3844,65351,3703441.17,3796890000.0,963390000.0
2015-12-29,'002780,三夫户外,51.52,51.52,51.52,51.52,46.84,4.68,9.9915,0.3068,52150,2686768.0,3451840000.0,875840000.0
2015-12-28,'002780,三夫户外,46.84,46.84,46.84,46.84,42.58,4.26,10.0047,0.2297,39050,1829102.0,3138280000.0,796280000.0
2015-12-25,'002780,三夫户外,42.58,42.58,42.58,42.58,38.71,3.87,9.9974,0.2735,46500,1979970.0,2852860000.0,723860000.0
2015-12-24,'002780,三夫户外,38.71,38.71,38.71,38.71,35.19,3.52,10.0028,0.2606,44300,1714853.0,2593570000.0,658070000.0
2015-12-23,'002780,三夫户外,35.19,35.19,35.19,35.19,31.99,3.2,10.0031,0.2006,34100,1199979.0,2357730000.0,598230000.0
2015-12-22,'002780,三夫户外,31.99,31.99,31.99,31.99,29.08,2.91,10.0069,0.1812,30800,985292.0,2143330000.0,543830000.0
2015-12-21,'002780,三夫户外,29.08,29.08,29.08,29.08,26.44,2.64,9.9849,0.0653,11100,322788.0,1948360000.0,494360000.0
2015-12-18,'002780,三夫户外,26.44,26.44,26.44,26.44,24.04,2.4,9.9834,0.0559,9500,251180.0,1771480000.0,449480000.0
2015-12-17,'002780,三夫户外,24.04,24.04,24.04,24.04,21.85,2.19,10.0229,0.0265,4500,108180.0,1610680000.0,408680000.0
2015-12-16,'002780,三夫户外,21.85,21.85,21.85,21.85,19.86,1.99,10.0201,0.0606,10300,225055.0,1463950000.0,371450000.0
2015-12-15,'002780,三夫户外,19.86,19.86,19.86,19.86,18.05,1.81,10.0277,0.0594,10100,200586.0,1330620000.0,337620000.0
2015-12-14,'002780,三夫户外,18.05,18.05,18.05,18.05,16.41,1.64,9.9939,0.0394,6700,120935.0,1209350000.0,306850000.0
2015-12-11,'002780,三夫户外,16.41,16.41,16.41,16.41,14.92,1.49,9.9866,0.0271,4600,75486.0,1099470000.0,278970000.0
2015-12-10,'002780,三夫户外,14.92,14.92,14.92,14.92,13.56,1.36,10.0295,0.0112,1900,28348.0,999640000.0,253640000.0
2015-12-09,'002780,N三夫,13.56,13.56,12.43,12.43,9.42,4.14,43.949,0.0553,9400,127238.0,908520000.0,230520000.0
2015-12-01,'002780,三夫户外,0.0,0.0,0.0,0.0,9.42,None,None,0.0,0,0.0,471000000.0,0.0
2015-07-03,'002780,三夫户外,0.0,0.0,0.0,0.0,9.42,None,None,0.0,0,0.0,471000000.0,0.0
