»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2016-03-08,'002761,∂‡œ≤∞Æ,26.96,27.5,25.0,26.2,26.4,0.56,2.1212,8.3189,2495676,65517505.2,3235200000.0,808800000.0
2016-03-07,'002761,∂‡œ≤∞Æ,26.4,26.7,25.72,25.85,25.59,0.81,3.1653,5.7267,1718021,45055650.86,3168000000.0,792000000.0
2016-03-04,'002761,∂‡œ≤∞Æ,25.59,27.01,25.03,26.81,26.83,-1.24,-4.6217,6.6367,1991002,52158465.09,3070800000.0,767700000.0
2016-03-03,'002761,∂‡œ≤∞Æ,26.83,27.58,26.77,26.84,27.1,-0.27,-0.9963,7.9099,2372975,64353070.85,3219600000.0,804900000.0
2016-03-02,'002761,∂‡œ≤∞Æ,27.1,27.4,25.5,25.5,26.0,1.1,4.2308,8.0915,2427452,64491693.11,3252000000.0,813000000.0
2016-03-01,'002761,∂‡œ≤∞Æ,26.0,26.55,24.34,25.39,25.39,0.61,2.4025,7.8133,2344001,59478372.46,3120000000.0,780000000.0
2016-02-29,'002761,∂‡œ≤∞Æ,25.39,27.58,24.85,27.58,27.6,-2.21,-8.0072,7.2606,2178167,55853364.08,3046800000.0,761700000.0
2016-02-26,'002761,∂‡œ≤∞Æ,27.6,28.41,26.86,28.15,28.11,-0.51,-1.8143,8.6188,2585654,71462057.27,3312000000.0,828000000.0
2016-02-25,'002761,∂‡œ≤∞Æ,28.11,31.1,28.11,31.1,31.23,-3.12,-9.9904,11.4472,3434168,100487768.8,3373200000.0,843300000.0
2016-02-24,'002761,∂‡œ≤∞Æ,31.23,31.49,29.6,31.0,31.11,0.12,0.3857,12.7452,3823563,117585634.12,3747600000.0,936900000.0
2016-02-23,'002761,∂‡œ≤∞Æ,31.11,31.91,30.65,31.91,32.14,-1.03,-3.2047,11.0691,3320731,103677566.65,3733200000.0,933300000.0
2016-02-22,'002761,∂‡œ≤∞Æ,32.14,32.7,30.6,30.67,30.3,1.84,6.0726,15.827,4748088,150174458.47,3856800000.0,964200000.0
2016-02-19,'002761,∂‡œ≤∞Æ,30.3,30.43,29.68,29.88,29.9,0.4,1.3378,8.6005,2580154,77381548.1,3636000000.0,909000000.0
2016-02-18,'002761,∂‡œ≤∞Æ,29.9,30.97,29.82,30.52,30.43,-0.53,-1.7417,11.5221,3456634,104297823.44,3588000000.0,897000000.0
2016-02-17,'002761,∂‡œ≤∞Æ,30.43,30.48,29.45,30.0,30.03,0.4,1.332,13.1918,3957553,118836701.12,3651600000.0,912900000.0
2016-02-16,'002761,∂‡œ≤∞Æ,30.03,30.5,28.51,28.53,28.51,1.52,5.3315,12.0581,3617443,107252464.71,3603600000.0,900900000.0
2016-02-15,'002761,∂‡œ≤∞Æ,28.51,29.52,26.71,27.7,28.41,0.1,0.352,7.7578,2327340,65206793.35,3421200000.0,855300000.0
2016-02-05,'002761,∂‡œ≤∞Æ,28.41,29.49,28.4,29.2,29.24,-0.83,-2.8386,8.1652,2449561,70722896.44,3409200000.0,852300000.0
2016-02-04,'002761,∂‡œ≤∞Æ,29.24,30.29,29.01,29.18,29.32,-0.08,-0.2729,13.0214,3906420,116111158.9,3508800000.0,877200000.0
2016-02-03,'002761,∂‡œ≤∞Æ,29.32,29.96,28.38,29.88,30.3,-0.98,-3.2343,14.878,4463396,130114814.9,3518400000.0,879600000.0
2016-02-02,'002761,∂‡œ≤∞Æ,30.3,31.85,28.96,29.75,29.32,0.98,3.3424,20.7106,6213183,187046452.43,3636000000.0,909000000.0
2016-02-01,'002761,∂‡œ≤∞Æ,29.32,29.32,25.88,26.05,26.65,2.67,10.0188,19.3168,5795037,159995305.55,3518400000.0,879600000.0
2016-01-29,'002761,∂‡œ≤∞Æ,26.65,27.1,24.41,24.5,24.64,2.01,8.1575,11.3835,3415058,90172273.83,3198000000.0,799500000.0
2016-01-28,'002761,∂‡œ≤∞Æ,24.64,26.5,24.3,26.0,26.3,-1.66,-6.3118,6.6498,1994937,51081505.95,2956800000.0,739200000.0
2016-01-27,'002761,∂‡œ≤∞Æ,26.3,27.77,24.66,27.77,27.28,-0.98,-3.5924,8.9006,2670180,69513673.63,3156000000.0,789000000.0
2016-01-26,'002761,∂‡œ≤∞Æ,27.28,29.99,27.28,29.81,30.31,-3.03,-9.9967,9.9747,2992419,85495920.27,3273600000.0,818400000.0
2016-01-25,'002761,∂‡œ≤∞Æ,30.31,30.9,29.82,30.25,29.66,0.65,2.1915,7.5573,2267198,68860057.25,3637200000.0,909300000.0
2016-01-22,'002761,∂‡œ≤∞Æ,29.66,29.94,28.73,29.52,29.27,0.39,1.3324,7.8636,2359093,69483270.65,3559200000.0,889800000.0
2016-01-21,'002761,∂‡œ≤∞Æ,29.27,31.07,29.21,30.43,31.0,-1.73,-5.5806,8.7638,2629147,79664748.37,3512400000.0,878100000.0
2016-01-20,'002761,∂‡œ≤∞Æ,31.0,31.48,30.5,30.94,31.16,-0.16,-0.5135,11.3275,3398238,105502629.31,3720000000.0,930000000.0
2016-01-19,'002761,∂‡œ≤∞Æ,31.16,31.36,29.36,29.41,29.66,1.5,5.0573,12.8007,3840211,117308341.97,3739200000.0,934800000.0
2016-01-18,'002761,∂‡œ≤∞Æ,29.66,30.48,28.03,28.7,29.26,0.4,1.3671,9.9164,2974931,88206447.15,3559200000.0,889800000.0
2016-01-15,'002761,∂‡œ≤∞Æ,29.26,31.98,29.0,31.8,32.08,-2.82,-8.7905,14.6276,4388289,134571972.22,3511200000.0,877800000.0
2016-01-14,'002761,∂‡œ≤∞Æ,32.08,32.14,28.32,28.99,30.01,2.07,6.8977,14.4192,4325754,134655889.65,3849600000.0,962400000.0
2016-01-13,'002761,∂‡œ≤∞Æ,30.01,32.4,29.98,31.65,31.33,-1.32,-4.2132,9.0705,2721155,85669287.71,3601200000.0,900300000.0
2016-01-12,'002761,∂‡œ≤∞Æ,31.33,31.95,29.75,31.3,31.3,0.03,0.0958,8.7856,2635686,81541656.21,3759600000.0,939900000.0
2016-01-11,'002761,∂‡œ≤∞Æ,31.3,34.44,31.3,33.6,34.78,-3.48,-10.0058,10.0877,3026298,98868850.15,3756000000.0,939000000.0
2016-01-08,'002761,∂‡œ≤∞Æ,34.78,36.7,31.7,35.9,35.09,-0.31,-0.8834,12.0707,3621211,126751608.1,4173600000.0,1043400000.0
2016-01-07,'002761,∂‡œ≤∞Æ,35.09,39.0,35.09,39.0,38.99,-3.9,-10.0026,2.7259,817778,30388907.14,4210800000.0,1052700000.0
2016-01-06,'002761,∂‡œ≤∞Æ,38.99,39.83,37.14,38.03,37.89,1.1,2.9031,12.2159,3664755,141567193.82,4678800000.0,1169700000.0
2016-01-05,'002761,∂‡œ≤∞Æ,37.89,38.3,35.08,35.2,38.27,-0.38,-0.9929,15.071,4521289,165417603.5,4546800000.0,1136700000.0
2016-01-04,'002761,∂‡œ≤∞Æ,38.27,42.94,38.27,42.8,42.52,-4.25,-9.9953,8.1637,2449123,98260856.62,4592400000.0,1148100000.0
2015-12-31,'002761,∂‡œ≤∞Æ,42.52,44.8,42.5,44.72,44.91,-2.39,-5.3218,12.6321,3789632,164960515.29,5102400000.0,1275600000.0
2015-12-30,'002761,∂‡œ≤∞Æ,44.91,45.47,44.46,44.89,45.2,-0.29,-0.6416,10.3728,3111838,140001169.11,5389200000.0,1347300000.0
2015-12-29,'002761,∂‡œ≤∞Æ,45.2,45.49,43.01,44.9,44.88,0.32,0.713,13.6793,4103782,181121974.95,5424000000.0,1356000000.0
2015-12-28,'002761,∂‡œ≤∞Æ,44.88,46.15,44.67,46.09,45.68,-0.8,-1.7513,13.1453,3943599,179026057.17,5385600000.0,1346400000.0
2015-12-25,'002761,∂‡œ≤∞Æ,45.68,46.26,44.86,45.7,45.35,0.33,0.7277,13.4541,4036237,183924517.66,5481600000.0,1370400000.0
2015-12-24,'002761,∂‡œ≤∞Æ,45.35,45.69,44.18,45.5,45.69,-0.34,-0.7441,13.4846,4045387,181430380.07,5442000000.0,1360500000.0
2015-12-23,'002761,∂‡œ≤∞Æ,45.69,46.85,45.0,46.81,46.81,-1.12,-2.3927,21.1528,6345826,288960495.2,5482800000.0,1370700000.0
2015-12-22,'002761,∂‡œ≤∞Æ,46.81,47.3,46.06,46.3,46.46,0.35,0.7533,18.1835,5455040,253966117.94,5617200000.0,1404300000.0
2015-12-21,'002761,∂‡œ≤∞Æ,46.46,47.45,45.85,47.45,49.24,-2.78,-5.6458,32.35,9705013,450650838.5,5575200000.0,1393800000.0
2015-12-18,'002761,∂‡œ≤∞Æ,49.24,55.0,47.7,53.0,52.99,-3.75,-7.0768,59.8559,17956766,906936176.66,5908800000.0,1477200000.0
2015-12-17,'002761,∂‡œ≤∞Æ,52.99,54.99,51.6,53.0,52.66,0.33,0.6267,40.4784,12143525,645283055.62,6358800000.0,1589700000.0
2015-12-16,'002761,∂‡œ≤∞Æ,52.66,52.66,47.15,47.84,47.87,4.79,10.0063,41.3885,12416562,630950878.53,6319200000.0,1579800000.0
2015-12-15,'002761,∂‡œ≤∞Æ,47.87,51.0,44.82,49.0,49.8,-1.93,-3.8755,26.846,8053810,392165889.39,5744400000.0,1436100000.0
2015-12-14,'002761,∂‡œ≤∞Æ,49.8,51.88,45.38,45.75,47.45,2.35,4.9526,27.7832,8334958,406911516.48,5976000000.0,1494000000.0
2015-12-11,'002761,∂‡œ≤∞Æ,47.45,49.5,45.08,47.01,47.3,0.15,0.3171,30.1247,9037408,431164695.3,5694000000.0,1423500000.0
2015-12-10,'002761,∂‡œ≤∞Æ,47.3,49.87,45.0,46.1,47.03,0.27,0.5741,35.4833,10644986,500715701.97,5676000000.0,1419000000.0
2015-12-09,'002761,∂‡œ≤∞Æ,47.03,47.03,42.18,42.2,42.75,4.28,10.0117,41.0675,12320258,558474666.56,5643600000.0,1410900000.0
2015-12-08,'002761,∂‡œ≤∞Æ,42.75,45.0,41.33,43.99,43.19,-0.44,-1.0188,41.6815,12504438,539110678.55,5130000000.0,1282500000.0
2015-12-07,'002761,∂‡œ≤∞Æ,43.19,43.19,40.0,40.21,39.26,3.93,10.0102,34.8656,10459675,440853775.07,5182800000.0,1295700000.0
2015-12-04,'002761,∂‡œ≤∞Æ,39.26,39.26,35.08,35.39,35.69,3.57,10.0028,25.3904,7617127,288990317.99,4711200000.0,1177800000.0
2015-12-03,'002761,∂‡œ≤∞Æ,35.69,35.73,33.92,34.5,34.25,1.44,4.2044,7.025,2107514,74341757.06,4282800000.0,1070700000.0
2015-12-02,'002761,∂‡œ≤∞Æ,34.25,34.9,32.0,34.85,34.82,-0.57,-1.637,5.9406,1782182,60537360.95,4110000000.0,1027500000.0
2015-12-01,'002761,∂‡œ≤∞Æ,34.82,35.45,34.16,34.5,34.76,0.06,0.1726,7.8087,2342604,81831852.19,4178400000.0,1044600000.0
2015-11-30,'002761,∂‡œ≤∞Æ,34.76,35.08,32.02,34.25,34.5,0.26,0.7536,11.1189,3335660,113299321.39,4171200000.0,1042800000.0
2015-11-27,'002761,∂‡œ≤∞Æ,34.5,37.84,34.2,37.84,37.91,-3.41,-8.995,13.8528,4155853,149988800.29,4140000000.0,1035000000.0
2015-11-26,'002761,∂‡œ≤∞Æ,37.91,39.9,37.76,38.41,38.4,-0.49,-1.276,14.4768,4343028,168800930.01,4549200000.0,1137300000.0
2015-11-25,'002761,∂‡œ≤∞Æ,38.4,38.95,38.01,38.16,38.75,-0.35,-0.9032,13.3763,4012892,153958541.86,4608000000.0,1152000000.0
2015-11-24,'002761,∂‡œ≤∞Æ,38.75,39.5,36.94,37.22,37.09,1.66,4.4756,16.1941,4858217,184508497.2,4650000000.0,1162500000.0
2015-11-23,'002761,∂‡œ≤∞Æ,37.09,37.3,36.01,36.46,36.46,0.63,1.7279,10.2032,3060971,113239687.18,4450800000.0,1112700000.0
2015-11-20,'002761,∂‡œ≤∞Æ,36.46,36.98,36.08,36.96,36.81,-0.35,-0.9508,10.1078,3032351,110764721.39,4375200000.0,1093800000.0
2015-11-19,'002761,∂‡œ≤∞Æ,36.81,36.85,35.85,35.9,35.75,1.06,2.965,10.4454,3133634,114214682.01,4417200000.0,1104300000.0
2015-11-18,'002761,∂‡œ≤∞Æ,35.75,37.37,35.7,36.5,36.8,-1.05,-2.8533,9.8631,2958936,107904935.25,4290000000.0,1072500000.0
2015-11-17,'002761,∂‡œ≤∞Æ,36.8,38.52,36.66,37.87,37.67,-0.87,-2.3095,14.7053,4411592,166454431.72,4416000000.0,1104000000.0
2015-11-16,'002761,∂‡œ≤∞Æ,37.67,37.87,35.71,36.5,38.0,-0.33,-0.8684,14.3153,4294598,158951531.34,4520400000.0,1130100000.0
2015-11-13,'002761,∂‡œ≤∞Æ,38.0,41.8,37.99,41.0,42.21,-4.21,-9.9739,29.5869,8876077,349811334.94,4560000000.0,1140000000.0
2015-11-12,'002761,∂‡œ≤∞Æ,42.21,43.28,39.67,39.8,40.2,2.01,5.0,34.3727,10311800,427675680.49,5065200000.0,1266300000.0
2015-11-11,'002761,∂‡œ≤∞Æ,40.2,40.47,37.65,38.15,38.39,1.81,4.7148,32.6634,9799006,385778780.86,4824000000.0,1206000000.0
2015-11-10,'002761,∂‡œ≤∞Æ,38.39,39.4,37.53,38.7,39.5,-1.11,-2.8101,22.667,6800104,261106563.24,4606800000.0,1151700000.0
2015-11-09,'002761,∂‡œ≤∞Æ,39.5,39.86,37.3,37.58,37.52,1.98,5.2772,33.4675,10040246,387779137.42,4740000000.0,1185000000.0
2015-11-06,'002761,∂‡œ≤∞Æ,37.52,37.68,35.9,36.25,36.24,1.28,3.532,22.6543,6796280,252841237.39,4502400000.0,1125600000.0
2015-11-05,'002761,∂‡œ≤∞Æ,36.24,37.8,36.0,37.0,36.98,-0.74,-2.0011,20.5823,6174690,226493527.64,4348800000.0,1087200000.0
2015-11-04,'002761,∂‡œ≤∞Æ,36.98,37.1,34.82,35.3,35.1,1.88,5.3561,28.5061,8551820,309633195.71,4437600000.0,1109400000.0
2015-11-03,'002761,∂‡œ≤∞Æ,35.1,35.9,34.0,35.8,35.85,-0.75,-2.0921,11.5596,3467880,121030310.76,4212000000.0,1053000000.0
2015-11-02,'002761,∂‡œ≤∞Æ,35.85,37.1,34.77,35.0,35.45,0.4,1.1283,16.7874,5036209,181504737.45,4302000000.0,1075500000.0
2015-10-30,'002761,∂‡œ≤∞Æ,35.45,35.53,34.6,35.3,35.25,0.2,0.5674,7.3302,2199068,77430856.33,4254000000.0,1063500000.0
2015-10-29,'002761,∂‡œ≤∞Æ,35.25,35.7,34.66,35.21,35.18,0.07,0.199,7.3892,2216749,77844953.88,4230000000.0,1057500000.0
2015-10-28,'002761,∂‡œ≤∞Æ,35.18,36.86,34.9,36.3,37.45,-2.27,-6.0614,14.7255,4417640,158344283.68,4221600000.0,1055400000.0
2015-10-27,'002761,∂‡œ≤∞Æ,37.45,39.0,35.5,39.0,38.07,-0.62,-1.6286,13.8669,4160064,154477376.35,4494000000.0,1123500000.0
2015-10-26,'002761,∂‡œ≤∞Æ,38.07,38.61,37.0,38.5,38.0,0.07,0.1842,11.9215,3576455,135362292.4,4568400000.0,1142100000.0
2015-10-23,'002761,∂‡œ≤∞Æ,38.0,38.6,36.84,38.23,37.68,0.32,0.8493,13.5001,4050019,153242463.16,4560000000.0,1140000000.0
2015-10-22,'002761,∂‡œ≤∞Æ,37.68,37.75,35.49,37.7,37.2,0.48,1.2903,11.697,3509099,129485872.85,4521600000.0,1130400000.0
2015-10-21,'002761,∂‡œ≤∞Æ,37.2,39.93,36.3,39.8,40.33,-3.13,-7.761,18.2288,5468636,207698415.55,4464000000.0,1116000000.0
2015-10-20,'002761,∂‡œ≤∞Æ,40.33,43.73,39.22,43.73,41.64,-1.31,-3.146,18.1483,5444502,225662451.77,4839600000.0,1209900000.0
2015-10-19,'002761,∂‡œ≤∞Æ,41.64,41.64,37.0,38.23,37.85,3.79,10.0132,18.083,5424898,215553040.52,4996800000.0,1249200000.0
2015-10-16,'002761,∂‡œ≤∞Æ,37.85,38.68,36.71,37.73,37.85,0.0,0.0,11.326,3397792,127670900.75,4542000000.0,1135500000.0
2015-10-15,'002761,∂‡œ≤∞Æ,37.85,39.3,36.0,36.62,35.96,1.89,5.2558,10.8348,3250445,122001748.31,4542000000.0,1135500000.0
2015-10-14,'002761,∂‡œ≤∞Æ,35.96,36.75,35.35,36.0,35.9,0.06,0.1671,6.243,1872908,67576918.53,4315200000.0,1078800000.0
2015-10-13,'002761,∂‡œ≤∞Æ,35.9,36.1,34.96,35.48,36.4,-0.5,-1.3736,7.3249,2197475,78128784.81,4308000000.0,1077000000.0
2015-10-12,'002761,∂‡œ≤∞Æ,36.4,36.98,33.2,33.2,33.7,2.7,8.0119,9.6338,2890147,101627436.1,4368000000.0,1092000000.0
2015-10-09,'002761,∂‡œ≤∞Æ,33.7,33.93,33.01,33.8,33.95,-0.25,-0.7364,2.6098,782932,26189264.67,4044000000.0,1011000000.0
2015-10-08,'002761,∂‡œ≤∞Æ,33.95,34.17,33.21,33.5,32.86,1.09,3.3171,3.7083,1112475,37600022.6,4074000000.0,1018500000.0
2015-09-30,'002761,∂‡œ≤∞Æ,32.86,32.98,32.57,32.72,32.59,0.27,0.8285,3.192,957600,31362808.5,3943200000.0,985800000.0
2015-09-29,'002761,∂‡œ≤∞Æ,32.59,32.66,32.0,32.11,32.97,-0.38,-1.1526,4.4929,1347877,43377397.67,3910800000.0,977700000.0
2015-09-28,'002761,∂‡œ≤∞Æ,32.97,33.39,31.8,33.3,32.56,0.41,1.2592,4.1411,1242335,40569864.86,3956400000.0,989100000.0
2015-09-25,'002761,∂‡œ≤∞Æ,32.56,33.5,31.5,32.39,32.32,0.24,0.7426,6.3947,1918414,62842042.46,3907200000.0,976800000.0
2015-09-24,'002761,∂‡œ≤∞Æ,32.32,32.65,32.0,32.11,32.1,0.22,0.6854,4.2539,1276166,41270583.49,3878400000.0,969600000.0
2015-09-23,'002761,∂‡œ≤∞Æ,32.1,33.01,31.2,32.88,33.14,-1.04,-3.1382,6.5114,1953432,62909974.98,3852000000.0,963000000.0
2015-09-22,'002761,∂‡œ≤∞Æ,33.14,33.5,30.6,31.4,31.43,1.71,5.4407,10.618,3185386,103710819.35,3976800000.0,994200000.0
2015-09-21,'002761,∂‡œ≤∞Æ,31.43,31.58,29.61,30.93,30.93,0.5,1.6166,5.2061,1561818,48706564.76,3771600000.0,942900000.0
2015-09-18,'002761,∂‡œ≤∞Æ,30.93,32.0,30.28,32.0,30.9,0.03,0.0971,3.7624,1128709,34867141.95,3711600000.0,927900000.0
2015-09-17,'002761,∂‡œ≤∞Æ,30.9,32.88,30.8,32.85,32.85,-1.95,-5.9361,6.0875,1826244,58129045.65,3708000000.0,927000000.0
2015-09-16,'002761,∂‡œ≤∞Æ,32.85,33.3,30.11,31.1,30.3,2.55,8.4158,6.6956,2008689,63420205.2,3942000000.0,985500000.0
2015-09-15,'002761,∂‡œ≤∞Æ,30.3,31.35,29.55,31.35,31.05,-0.75,-2.4155,4.5843,1375288,41111861.26,3636000000.0,909000000.0
2015-09-14,'002761,∂‡œ≤∞Æ,31.05,34.85,31.05,34.51,34.5,-3.45,-10.0,4.8947,1468399,47352150.17,3726000000.0,931500000.0
2015-09-11,'002761,∂‡œ≤∞Æ,34.5,35.47,33.7,34.5,34.5,0.0,0.0,3.2727,981808,33896059.28,4140000000.0,1035000000.0
2015-09-10,'002761,∂‡œ≤∞Æ,34.5,35.02,34.21,34.21,35.79,-1.29,-3.6044,5.4341,1630239,56454547.37,4140000000.0,1035000000.0
2015-09-09,'002761,∂‡œ≤∞Æ,35.79,37.28,34.17,35.17,34.8,0.99,2.8448,14.0752,4222546,150256772.8,4294800000.0,1073700000.0
2015-09-08,'002761,∂‡œ≤∞Æ,34.8,35.02,32.0,33.7,33.71,1.09,3.2335,7.0676,2120280,72987159.89,4176000000.0,1044000000.0
2015-09-07,'002761,∂‡œ≤∞Æ,33.71,35.84,32.5,33.11,34.08,-0.37,-1.0857,9.0262,2707846,92737455.49,4045200000.0,1011300000.0
2015-09-02,'002761,∂‡œ≤∞Æ,34.08,35.62,30.29,30.29,33.65,0.43,1.2779,10.6279,3188358,108351970.98,4089600000.0,1022400000.0
2015-09-01,'002761,∂‡œ≤∞Æ,33.65,35.8,32.4,35.8,36.0,-2.35,-6.5278,7.7174,2315206,77702546.65,4038000000.0,1009500000.0
2015-08-31,'002761,∂‡œ≤∞Æ,36.0,37.44,35.6,37.43,38.47,-2.47,-6.4206,6.8685,2060543,75624506.25,4320000000.0,1080000000.0
2015-08-28,'002761,∂‡œ≤∞Æ,38.47,38.59,34.02,35.93,35.87,2.6,7.2484,12.7134,3814021,138511722.44,4616400000.0,1154100000.0
2015-08-27,'002761,∂‡œ≤∞Æ,35.87,35.9,33.5,35.9,33.99,1.88,5.531,13.0231,3906923,136828067.12,4304400000.0,1076100000.0
2015-08-26,'002761,∂‡œ≤∞Æ,33.99,33.99,28.9,31.0,30.9,3.09,10.0,19.4296,5828894,191561022.61,4078800000.0,1019700000.0
2015-08-25,'002761,∂‡œ≤∞Æ,30.9,36.0,30.9,30.9,34.33,-3.43,-9.9913,11.0007,3300211,106703580.36,3708000000.0,927000000.0
2015-08-24,'002761,∂‡œ≤∞Æ,34.33,36.18,34.33,34.7,38.14,-3.81,-9.9895,3.3768,1013025,35018400.25,4119600000.0,1029900000.0
2015-08-21,'002761,∂‡œ≤∞Æ,38.14,40.71,38.14,40.4,42.38,-4.24,-10.0047,8.2512,2475372,95881958.83,4576800000.0,1144200000.0
2015-08-20,'002761,∂‡œ≤∞Æ,42.38,45.94,42.38,45.94,47.02,-4.64,-9.8681,7.1682,2150448,95095912.52,5085600000.0,1271400000.0
2015-08-19,'002761,∂‡œ≤∞Æ,47.02,47.1,42.8,47.0,47.0,0.02,0.0426,10.4135,3124048,141689669.84,5642400000.0,1410600000.0
2015-08-18,'002761,∂‡œ≤∞Æ,47.0,51.5,45.04,51.5,50.03,-3.03,-6.0564,14.742,4422598,213234390.79,5640000000.0,1410000000.0
2015-08-17,'002761,∂‡œ≤∞Æ,50.03,50.5,46.0,48.0,49.19,0.84,1.7077,15.3653,4609587,220308862.72,6003600000.0,1500900000.0
2015-08-14,'002761,∂‡œ≤∞Æ,49.19,51.0,47.8,49.0,50.3,-1.11,-2.2068,15.9107,4773200,235631619.36,5902800000.0,1475700000.0
2015-08-13,'002761,∂‡œ≤∞Æ,50.3,50.3,43.44,46.0,47.0,3.3,7.0213,14.8808,4464246,204332684.79,6036000000.0,1509000000.0
2015-08-12,'002761,∂‡œ≤∞Æ,47.0,49.46,46.0,48.33,49.67,-2.67,-5.3755,21.9836,6595080,313019843.45,5640000000.0,1410000000.0
2015-08-11,'002761,∂‡œ≤∞Æ,49.67,51.02,45.6,46.0,47.01,2.66,5.6584,28.3158,8494746,409926037.61,5960400000.0,1490100000.0
2015-08-10,'002761,∂‡œ≤∞Æ,47.01,48.1,44.38,45.0,46.3,0.71,1.5335,26.1934,7858013,366003213.03,5641200000.0,1410300000.0
2015-08-07,'002761,∂‡œ≤∞Æ,46.3,48.98,40.88,43.6,44.99,1.31,2.9118,36.2782,10883472,492287925.22,5556000000.0,1389000000.0
2015-08-06,'002761,∂‡œ≤∞Æ,44.99,44.99,42.5,44.0,40.9,4.09,10.0,38.1173,11435184,507682489.6,5398800000.0,1349700000.0
2015-08-05,'002761,∂‡œ≤∞Æ,40.9,40.9,36.0,37.1,37.18,3.72,10.0054,18.9664,5689924,226687228.9,4908000000.0,1227000000.0
2015-08-04,'002761,∂‡œ≤∞Æ,37.18,37.9,33.75,35.4,36.65,0.53,1.4461,21.8338,6550125,235518959.67,4461600000.0,1115400000.0
2015-08-03,'002761,∂‡œ≤∞Æ,36.65,39.63,36.0,38.52,38.52,-1.87,-4.8546,22.9452,6883548,260555373.88,4398000000.0,1099500000.0
2015-07-31,'002761,∂‡œ≤∞Æ,38.52,39.73,34.56,34.6,36.4,2.12,5.8242,27.6216,8286493,313457824.56,4622400000.0,1155600000.0
2015-07-30,'002761,∂‡œ≤∞Æ,36.4,39.7,35.0,36.84,36.3,0.1,0.2755,30.2923,9087687,342481198.17,4368000000.0,1092000000.0
2015-07-29,'002761,∂‡œ≤∞Æ,36.3,36.3,31.84,33.84,33.0,3.3,10.0,27.3784,8213507,281197658.56,4356000000.0,1089000000.0
2015-07-28,'002761,∂‡œ≤∞Æ,33.0,33.2,27.98,28.89,31.09,1.91,6.1435,30.1494,9044833,271925506.79,3960000000.0,990000000.0
2015-07-27,'002761,∂‡œ≤∞Æ,31.09,35.6,31.07,32.83,34.52,-3.43,-9.9363,27.2419,8172567,272596643.9,3730800000.0,932700000.0
2015-07-24,'002761,∂‡œ≤∞Æ,34.52,36.4,33.33,34.9,33.7,0.82,2.4332,39.7048,11911427,419501701.18,4142400000.0,1035600000.0
2015-07-23,'002761,∂‡œ≤∞Æ,33.7,33.7,30.75,30.75,30.64,3.06,9.9869,25.8992,7769772,252190788.18,4044000000.0,1011000000.0
2015-07-22,'002761,∂‡œ≤∞Æ,30.64,31.98,30.3,30.6,31.66,-1.02,-3.2217,21.459,6437711,199913673.04,3676800000.0,919200000.0
2015-07-21,'002761,∂‡œ≤∞Æ,31.66,33.33,30.3,31.7,32.7,-1.04,-3.1804,32.7276,9818284,306832636.4,3799200000.0,949800000.0
2015-07-20,'002761,∂‡œ≤∞Æ,32.7,34.65,31.72,33.78,34.85,-2.15,-6.1693,22.2805,6684148,223048957.63,3924000000.0,981000000.0
2015-07-17,'002761,∂‡œ≤∞Æ,34.85,35.0,30.51,32.98,32.89,1.96,5.9593,29.6704,8901129,295527951.77,4182000000.0,1045500000.0
2015-07-16,'002761,∂‡œ≤∞Æ,32.89,37.47,32.89,32.89,36.54,-3.65,-9.9891,30.8226,9246765,315547541.85,3946800000.0,986700000.0
2015-07-15,'002761,∂‡œ≤∞Æ,36.54,38.97,36.54,37.88,40.6,-4.06,-10.0,11.7671,3530125,130987250.0,4384800000.0,1096200000.0
2015-07-14,'002761,∂‡œ≤∞Æ,40.6,46.5,40.0,41.8,43.3,-2.7,-6.2356,45.6897,13706904,593524031.76,4872000000.0,1218000000.0
2015-07-13,'002761,∂‡œ≤∞Æ,43.3,43.3,36.78,39.0,39.36,3.94,10.0102,51.2143,15364299,629298157.63,5196000000.0,1299000000.0
2015-07-10,'002761,∂‡œ≤∞Æ,39.36,39.36,35.91,35.91,35.78,3.58,10.0056,46.7354,14020631,541533884.96,4723200000.0,1180800000.0
2015-07-09,'002761,∂‡œ≤∞Æ,35.78,35.78,29.28,29.28,32.53,3.25,9.9908,68.1651,20449521,668178430.78,4293600000.0,1073400000.0
2015-07-08,'002761,∂‡œ≤∞Æ,32.53,32.53,32.53,32.53,36.14,-3.61,-9.9889,3.109,932700,30340731.0,3903600000.0,975900000.0
2015-07-07,'002761,∂‡œ≤∞Æ,36.14,36.14,29.57,30.0,32.85,3.29,10.0152,31.9052,9571569,301922476.96,4336800000.0,1084200000.0
2015-07-06,'002761,∂‡œ≤∞Æ,32.85,34.1,29.0,34.1,31.0,1.85,5.9677,32.1091,9632725,312689244.02,3942000000.0,985500000.0
2015-07-03,'002761,∂‡œ≤∞Æ,31.0,33.66,28.06,28.98,31.18,-0.18,-0.5773,31.3678,9410336,282689941.66,3720000000.0,930000000.0
2015-07-02,'002761,∂‡œ≤∞Æ,31.18,34.0,28.3,28.3,31.18,0.0,0.0,38.0945,11428335,353460715.29,3741600000.0,935400000.0
