»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002761,∂‡œ≤∞Æ,37.79,38.3,37.68,37.9,38.0,-0.21,-0.5526,0.7238,426900,16157084.0,4534800000.0,2228932425.3
2018-04-12,'002761,∂‡œ≤∞Æ,38.0,38.5,37.7,37.72,37.75,0.25,0.6623,2.4999,1474499,56408066.7,4560000000.0,2241318660.0
2018-04-11,'002761,∂‡œ≤∞Æ,37.75,38.58,37.6,37.7,37.76,-0.01,-0.0265,0.9495,560058,21272274.05,4530000000.0,2226573142.5
2018-04-10,'002761,∂‡œ≤∞Æ,37.76,38.05,37.31,38.01,38.01,-0.25,-0.6577,1.6571,977417,36902494.16,4531200000.0,2227162963.2
2018-04-09,'002761,∂‡œ≤∞Æ,38.01,39.5,37.97,37.99,37.97,0.04,0.1053,1.7923,1057156,40840372.03,4561200000.0,2241908480.7
2018-04-04,'002761,∂‡œ≤∞Æ,37.97,38.0,37.35,37.6,37.3,0.67,1.7962,1.1826,697500,26355313.11,4556400000.0,2239549197.9
2018-04-03,'002761,∂‡œ≤∞Æ,37.3,37.3,36.26,36.9,37.0,0.3,0.8108,0.6787,400299,14802007.28,4476000000.0,2200031211.0
2018-04-02,'002761,∂‡œ≤∞Æ,37.0,37.22,36.7,36.77,36.79,0.21,0.5708,0.7655,451510,16707648.7,4440000000.0,2182336590.0
2018-03-30,'002761,∂‡œ≤∞Æ,36.79,37.6,36.67,36.95,36.87,-0.08,-0.217,0.5442,321000,11875272.0,4414800000.0,2169950355.3
2018-03-29,'002761,∂‡œ≤∞Æ,36.87,37.28,36.77,36.77,36.77,0.1,0.272,0.5809,342600,12660367.0,4424400000.0,2174668920.9
2018-03-28,'002761,∂‡œ≤∞Æ,36.77,37.5,36.3,36.4,36.88,-0.11,-0.2983,0.5842,344600,12742125.0,4412400000.0,2168770713.9
2018-03-27,'002761,∂‡œ≤∞Æ,36.88,37.0,35.92,35.92,35.91,0.97,2.7012,1.81,1067600,39111277.0,4425600000.0,2175258741.6
2018-03-26,'002761,∂‡œ≤∞Æ,35.91,36.08,35.17,36.08,36.13,-0.22,-0.6089,0.3918,231101,8242344.91,4309200000.0,2118046133.7
2018-03-23,'002761,∂‡œ≤∞Æ,36.13,37.0,34.01,37.0,37.27,-1.14,-3.0588,1.7477,1030848,37002115.13,4335600000.0,2131022189.1
2018-03-22,'002761,∂‡œ≤∞Æ,37.27,37.49,36.63,37.18,37.4,-0.13,-0.3476,2.0277,1196000,44389758.0,4472400000.0,2198261748.9
2018-03-21,'002761,∂‡œ≤∞Æ,37.4,38.34,37.0,37.7,37.76,-0.36,-0.9534,2.3287,1373500,51465187.56,4488000000.0,2205929418.0
2018-03-20,'002761,∂‡œ≤∞Æ,37.76,38.39,37.19,38.19,38.35,-0.59,-1.5385,0.7835,462100,17464860.0,4531200000.0,2227162963.2
2018-03-19,'002761,∂‡œ≤∞Æ,38.35,40.88,37.31,37.31,37.24,1.11,2.9807,1.9911,1174400,45526951.92,4602000000.0,2261962384.5
2018-03-16,'002761,∂‡œ≤∞Æ,37.24,37.37,36.62,36.99,37.0,0.24,0.6486,0.5897,347800,12920438.33,4468800000.0,2196492286.8
2018-03-15,'002761,∂‡œ≤∞Æ,37.0,37.49,36.6,37.44,37.44,-0.44,-1.1752,0.7661,451850,16688741.0,4440000000.0,2182336590.0
2018-03-14,'002761,∂‡œ≤∞Æ,37.44,37.89,37.0,37.61,37.6,-0.16,-0.4255,1.3569,800354,29795834.0,4492800000.0,2208288700.8
2018-03-13,'002761,∂‡œ≤∞Æ,37.6,37.9,36.51,36.99,37.12,0.48,1.2931,1.7005,1002967,37456010.06,4512000000.0,2217725832.0
2018-03-12,'002761,∂‡œ≤∞Æ,37.12,37.58,36.18,36.33,36.48,0.64,1.7544,3.1918,1882566,69181533.15,4454400000.0,2189414438.4
2018-03-09,'002761,∂‡œ≤∞Æ,36.48,36.55,35.88,36.24,36.24,0.24,0.6623,2.1777,1284482,46502444.72,4377600000.0,2151665913.6
2018-03-08,'002761,∂‡œ≤∞Æ,36.24,36.5,35.28,35.63,35.94,0.3,0.8347,2.3489,1385458,49825244.8,4348800000.0,2137510216.8
2018-03-07,'002761,∂‡œ≤∞Æ,35.94,37.45,34.88,34.9,34.92,1.02,2.921,1.5231,898385,32402883.96,4312800000.0,2119815595.8
2018-03-06,'002761,∂‡œ≤∞Æ,34.92,34.96,34.82,34.82,34.86,0.06,0.1721,0.3228,190411,6647757.92,4190400000.0,2059653884.4
2018-03-05,'002761,∂‡œ≤∞Æ,34.86,34.98,34.79,34.79,34.84,0.02,0.0574,0.3526,208000,7253065.0,4183200000.0,2056114960.2
2018-03-02,'002761,∂‡œ≤∞Æ,34.84,35.0,34.76,34.99,34.91,-0.07,-0.2005,0.3257,192100,6693652.0,4180800000.0,2054935318.8
2018-03-01,'002761,∂‡œ≤∞Æ,34.91,35.26,34.75,34.85,34.96,-0.05,-0.143,0.2258,133201,4654032.89,4189200000.0,2059064063.7
2018-02-28,'002761,∂‡œ≤∞Æ,34.96,35.29,34.81,35.19,35.19,-0.23,-0.6536,0.3215,189600,6621893.0,4195200000.0,2062013167.2
2018-02-27,'002761,∂‡œ≤∞Æ,35.19,35.39,35.13,35.3,35.39,-0.2,-0.5651,0.2292,135200,4759816.0,4222800000.0,2075579043.3
2018-02-26,'002761,∂‡œ≤∞Æ,35.39,35.7,35.05,35.34,35.34,0.05,0.1415,0.3199,188684,6658858.0,4246800000.0,2087375457.3
2018-02-23,'002761,∂‡œ≤∞Æ,35.34,35.49,35.1,35.49,35.43,-0.09,-0.254,0.1931,113900,4012446.0,4240800000.0,2084426353.8
2018-02-22,'002761,∂‡œ≤∞Æ,35.43,35.75,35.16,35.16,34.88,0.55,1.5768,0.3216,189700,6727275.0,4251600000.0,2089734740.1
2018-02-14,'002761,∂‡œ≤∞Æ,34.88,35.0,34.7,34.78,34.8,0.08,0.2299,0.2382,140500,4889046.0,4185600000.0,2057294601.6
2018-02-13,'002761,∂‡œ≤∞Æ,34.8,35.48,34.02,35.25,34.78,0.02,0.0575,0.8481,500200,17231345.0,4176000000.0,2052576036.0
2018-02-12,'002761,∂‡œ≤∞Æ,34.78,34.8,33.31,34.24,34.25,0.53,1.5474,0.4307,254050,8761469.5,4173600000.0,2051396394.6
2018-02-09,'002761,∂‡œ≤∞Æ,34.25,34.5,33.81,34.5,34.71,-0.46,-1.3253,0.7238,426900,14589258.0,4110000000.0,2020135897.5
2018-02-08,'002761,∂‡œ≤∞Æ,34.71,34.96,34.19,34.57,34.5,0.21,0.6087,1.3828,815600,28058728.0,4165200000.0,2047267649.7
2018-02-07,'002761,∂‡œ≤∞Æ,34.5,35.0,34.18,34.5,34.58,-0.08,-0.2313,1.0814,637850,22002266.0,4140000000.0,2034881415.0
2018-02-06,'002761,∂‡œ≤∞Æ,34.58,34.96,33.7,34.6,35.15,-0.57,-1.6216,1.8629,1098800,37625200.0,4149600000.0,2039599980.6
2018-02-05,'002761,∂‡œ≤∞Æ,35.15,35.39,32.0,34.88,34.99,0.16,0.4573,4.2143,2485700,83670301.2,4218000000.0,2073219760.5
2018-02-02,'002761,∂‡œ≤∞Æ,34.99,35.52,31.91,35.2,35.46,-0.47,-1.3254,6.2514,3687200,124817803.0,4198800000.0,2063782629.3
2018-02-01,'002761,∂‡œ≤∞Æ,35.46,35.78,35.04,35.78,35.78,-0.32,-0.8944,0.9771,576341,20327491.36,4255200000.0,2091504202.2
2018-01-31,'002761,∂‡œ≤∞Æ,35.78,36.5,35.51,35.57,35.51,0.27,0.7603,0.884,521399,18683254.05,4293600000.0,2110378464.6
2018-01-30,'002761,∂‡œ≤∞Æ,35.51,35.58,35.27,35.56,35.49,0.02,0.0564,0.3866,228018,8075484.84,4261200000.0,2094453305.7
2018-01-29,'002761,∂‡œ≤∞Æ,35.49,35.54,35.21,35.47,35.48,0.01,0.0282,0.7456,439764,15594135.08,4258800000.0,2093273664.3
2018-01-26,'002761,∂‡œ≤∞Æ,35.48,35.63,35.11,35.33,35.4,0.08,0.226,0.433,255400,9017691.86,4257600000.0,2092683843.6
2018-01-25,'002761,∂‡œ≤∞Æ,35.4,35.78,34.93,35.1,35.13,0.27,0.7686,1.0888,642210,22712246.62,4248000000.0,2087965278.0
2018-01-24,'002761,∂‡œ≤∞Æ,35.13,35.38,35.0,35.15,35.12,0.01,0.0285,1.4437,851548,29903062.22,4215600000.0,2072040119.1
2018-01-23,'002761,∂‡œ≤∞Æ,35.12,35.53,34.84,35.06,35.06,0.06,0.1711,0.6915,407883,14340878.9,4214400000.0,2071450298.4
2018-01-22,'002761,∂‡œ≤∞Æ,35.06,35.54,34.91,35.54,35.18,-0.12,-0.3411,1.0659,628674,22037169.66,4207200000.0,2067911374.2
2018-01-19,'002761,∂‡œ≤∞Æ,35.18,37.11,35.1,36.59,36.64,-1.46,-3.9847,2.6426,1558672,55169053.32,4221600000.0,2074989222.6
2018-01-18,'002761,∂‡œ≤∞Æ,36.64,38.62,36.5,37.03,37.79,-1.15,-3.0431,5.1551,3040592,114687047.74,4396800000.0,2161103044.8
2018-01-17,'002761,∂‡œ≤∞Æ,37.79,38.02,35.03,35.49,35.27,2.52,7.1449,3.6151,2132271,77807414.42,4534800000.0,2228932425.3
2018-01-16,'002761,∂‡œ≤∞Æ,35.27,35.5,35.05,35.28,35.34,-0.07,-0.1981,0.5286,311799,11025781.6,4232400000.0,2080297608.9
2018-01-15,'002761,∂‡œ≤∞Æ,35.34,35.5,34.78,35.03,35.03,0.31,0.885,0.7004,413083,14439081.11,4240800000.0,2084426353.8
2018-01-12,'002761,∂‡œ≤∞Æ,35.03,35.23,34.99,35.23,35.08,-0.05,-0.1425,0.2991,176400,6181512.12,4203600000.0,2066141912.1
2018-01-11,'002761,∂‡œ≤∞Æ,35.08,35.2,34.79,35.0,35.0,0.08,0.2286,0.4417,260500,9138494.13,4209600000.0,2069091015.6
2018-01-10,'002761,∂‡œ≤∞Æ,35.0,35.1,34.91,35.09,35.17,-0.17,-0.4834,1.6667,983071,34357976.75,4200000000.0,2064372450.0
2018-01-09,'002761,∂‡œ≤∞Æ,35.17,35.41,35.0,35.41,35.36,-0.19,-0.5373,0.3784,223200,7838735.0,4220400000.0,2074399401.9
2018-01-08,'002761,∂‡œ≤∞Æ,35.36,36.5,35.33,35.43,35.33,0.03,0.0849,0.9071,535000,19109061.48,4243200000.0,2085605995.2
2018-01-05,'002761,∂‡œ≤∞Æ,35.33,35.46,35.11,35.46,35.38,-0.05,-0.1413,0.4179,246500,8687153.0,4239600000.0,2083836533.1
2018-01-04,'002761,∂‡œ≤∞Æ,35.38,35.48,35.1,35.48,35.41,-0.03,-0.0847,0.4445,262200,9248526.06,4245600000.0,2086785636.6
2018-01-03,'002761,∂‡œ≤∞Æ,35.41,35.56,35.3,35.55,35.49,-0.08,-0.2254,0.6591,388756,13744490.16,4249200000.0,2088555098.7
2018-01-02,'002761,∂‡œ≤∞Æ,35.49,35.49,35.12,35.35,35.35,0.14,0.396,0.4947,291800,10328486.84,4258800000.0,2093273664.3
2017-12-29,'002761,∂‡œ≤∞Æ,35.35,35.35,35.04,35.31,35.25,0.1,0.2837,0.4768,281207,9895693.42,4242000000.0,2085016174.5
2017-12-28,'002761,∂‡œ≤∞Æ,35.25,35.3,34.5,35.09,35.09,0.16,0.456,0.6516,384301,13482522.59,4230000000.0,2079117967.5
2017-12-27,'002761,∂‡œ≤∞Æ,35.09,35.56,35.05,35.39,35.39,-0.3,-0.8477,1.0161,599300,21165343.3,4210800000.0,2069680836.3
2017-12-26,'002761,∂‡œ≤∞Æ,35.39,35.46,34.81,35.09,35.15,0.24,0.6828,0.808,476600,16773987.0,4246800000.0,2087375457.3
2017-12-25,'002761,∂‡œ≤∞Æ,35.15,35.18,33.91,35.1,35.17,-0.02,-0.0569,1.4102,831764,28741161.0,4218000000.0,2073219760.5
2017-12-22,'002761,∂‡œ≤∞Æ,35.17,35.44,35.05,35.44,35.44,-0.27,-0.7619,0.3896,229800,8078477.0,4220400000.0,2074399401.9
2017-12-21,'002761,∂‡œ≤∞Æ,35.44,35.53,35.01,35.47,35.47,-0.03,-0.0846,0.7284,429607,15139280.42,4252800000.0,2090324560.8
2017-12-20,'002761,∂‡œ≤∞Æ,35.47,35.85,35.01,35.72,35.71,-0.24,-0.6721,0.6376,376041,13289093.33,4256400000.0,2092094022.9
2017-12-19,'002761,∂‡œ≤∞Æ,35.71,35.85,35.52,35.63,35.61,0.1,0.2808,0.6012,354600,12672473.1,4285200000.0,2106249719.7
2017-12-18,'002761,∂‡œ≤∞Æ,35.61,35.88,35.07,35.72,35.49,0.12,0.3381,0.6351,374600,13296395.0,4273200000.0,2100351512.7
2017-12-15,'002761,∂‡œ≤∞Æ,35.49,35.88,35.02,35.65,35.88,-0.39,-1.087,0.9891,583400,20642930.0,4258800000.0,2093273664.3
2017-12-14,'002761,∂‡œ≤∞Æ,35.88,36.48,35.1,35.22,35.2,0.68,1.9318,3.6448,2149800,76678639.26,4305600000.0,2116276671.6
2017-12-13,'002761,∂‡œ≤∞Æ,35.2,35.5,34.97,35.49,35.28,-0.08,-0.2268,1.5535,916300,32229010.0,4224000000.0,2076168864.0
2017-12-12,'002761,∂‡œ≤∞Æ,35.28,35.28,34.77,34.82,35.02,0.26,0.7424,0.7889,465301,16328577.91,4233600000.0,2080887429.6
2017-12-11,'002761,∂‡œ≤∞Æ,35.02,35.32,34.58,35.02,35.02,0.0,0.0,1.4759,870501,30460398.97,4202400000.0,2065552091.4
2017-12-08,'002761,∂‡œ≤∞Æ,35.02,35.87,34.76,35.57,35.57,-0.55,-1.5462,1.0824,638400,22489081.0,4202400000.0,2065552091.4
2017-12-07,'002761,∂‡œ≤∞Æ,35.57,35.75,35.01,35.17,35.18,0.39,1.1086,0.6176,364300,12965465.0,4268400000.0,2097992229.9
2017-12-06,'002761,∂‡œ≤∞Æ,35.18,35.18,34.65,34.65,35.16,0.02,0.0569,0.5453,321600,11246178.0,4221600000.0,2074989222.6
2017-12-05,'002761,∂‡œ≤∞Æ,35.16,35.46,34.53,35.35,35.4,-0.24,-0.678,0.9157,540100,18907117.75,4219200000.0,2073809581.2
2017-12-04,'002761,∂‡œ≤∞Æ,35.4,36.01,35.11,36.01,35.56,-0.16,-0.4499,0.6629,391000,13808243.0,4248000000.0,2087965278.0
2017-12-01,'002761,∂‡œ≤∞Æ,35.56,35.91,35.41,35.91,35.64,-0.08,-0.2245,3.4149,2014200,71732534.0,4267200000.0,2097402409.2
2017-11-30,'002761,∂‡œ≤∞Æ,35.64,35.74,35.25,35.65,35.63,0.01,0.0281,1.4041,828154,29498991.44,4276800000.0,2102120974.8
2017-11-29,'002761,∂‡œ≤∞Æ,35.63,35.86,35.15,35.5,35.3,0.33,0.9348,1.2281,724353,25812100.56,4275600000.0,2101531154.1
2017-11-28,'002761,∂‡œ≤∞Æ,35.3,35.64,34.94,35.41,35.42,-0.12,-0.3388,0.6604,389527,13741733.34,4236000000.0,2082067071.0
2017-11-27,'002761,∂‡œ≤∞Æ,35.42,36.29,34.14,34.88,34.88,0.54,1.5482,0.9427,556000,19791908.68,4250400000.0,2089144919.4
2017-11-24,'002761,∂‡œ≤∞Æ,34.88,35.96,34.55,35.42,35.86,-0.98,-2.7328,1.4073,830074,29143949.0,4185600000.0,2057294601.6
2017-11-23,'002761,∂‡œ≤∞Æ,35.86,37.04,35.55,37.04,36.94,-1.08,-2.9237,1.387,818100,29654589.0,4303200000.0,2115097030.2
2017-11-22,'002761,∂‡œ≤∞Æ,36.94,37.48,36.51,37.0,36.98,-0.04,-0.1082,1.2768,753100,27799105.0,4432800000.0,2178797665.8
2017-11-21,'002761,∂‡œ≤∞Æ,36.98,37.08,36.3,36.9,37.09,-0.11,-0.2966,1.402,826911,30391461.34,4437600000.0,2181156948.6
2017-11-20,'002761,∂‡œ≤∞Æ,37.09,37.58,32.0,34.5,35.52,1.57,4.42,3.3045,1949047,68527167.06,4450800000.0,2187644976.3
2017-11-17,'002761,∂‡œ≤∞Æ,35.52,37.0,33.44,36.52,36.51,-0.99,-2.7116,2.1753,1283038,46123029.28,4262400000.0,2095043126.4
2017-11-16,'002761,∂‡œ≤∞Æ,36.51,36.71,36.36,36.7,36.71,-0.2,-0.5448,1.1244,663200,24213895.0,4381200000.0,2153435375.7
2017-11-15,'002761,∂‡œ≤∞Æ,36.71,37.4,36.62,37.27,37.35,-0.64,-1.7135,1.2783,753943,27826869.1,4405200000.0,2165231789.7
2017-11-14,'002761,∂‡œ≤∞Æ,37.35,38.15,37.15,38.0,37.8,-0.45,-1.1905,1.2808,755443,28254885.04,4482000000.0,2202980314.5
2017-11-13,'002761,∂‡œ≤∞Æ,37.8,37.8,36.17,37.71,37.8,0.0,0.0,2.8226,1664803,61761984.27,4536000000.0,2229522246.0
2017-11-10,'002761,∂‡œ≤∞Æ,37.8,38.8,37.75,38.8,38.4,-0.6,-1.5625,3.5257,2079503,79109061.46,4536000000.0,2229522246.0
2017-11-09,'002761,∂‡œ≤∞Æ,38.4,38.8,37.51,38.66,38.66,-0.26,-0.6725,2.171,1280500,48740290.0,4608000000.0,2264911488.0
2017-11-08,'002761,∂‡œ≤∞Æ,38.66,40.0,38.5,39.9,39.73,-1.07,-2.6932,3.0671,1809029,70212238.99,4639200000.0,2280246826.2
2017-11-07,'002761,∂‡œ≤∞Æ,39.73,40.48,39.25,39.59,39.8,-0.07,-0.1759,2.5886,1526800,60625184.33,4767600000.0,2343357641.1
2017-11-06,'002761,∂‡œ≤∞Æ,39.8,40.75,39.25,40.75,39.92,-0.12,-0.3006,3.4587,2040026,81205344.7,4776000000.0,2347486386.0
2017-11-03,'002761,∂‡œ≤∞Æ,39.92,41.2,37.9,38.25,38.25,1.67,4.366,6.8016,4011702,159800326.33,4790400000.0,2354564234.4
2017-11-02,'002761,∂‡œ≤∞Æ,38.25,38.4,37.52,38.39,38.02,0.23,0.6049,2.5559,1507500,57392660.0,4590000000.0,2256064177.5
2017-11-01,'002761,∂‡œ≤∞Æ,38.02,38.2,37.52,37.52,37.88,0.14,0.3696,2.8288,1668513,63186602.07,4562400000.0,2242498301.4
2017-10-31,'002761,∂‡œ≤∞Æ,37.88,38.49,35.95,35.95,36.1,1.78,4.9307,5.1278,3024496,114150594.33,4545600000.0,2234240811.6
2017-10-30,'002761,∂‡œ≤∞Æ,36.1,37.2,35.42,36.69,37.01,-0.91,-2.4588,1.8025,1063152,38614400.08,4332000000.0,2129252727.0
2017-10-27,'002761,∂‡œ≤∞Æ,37.01,37.3,36.75,36.75,36.85,0.16,0.4342,1.2821,756209,27957319.81,4441200000.0,2182926410.7
2017-10-26,'002761,∂‡œ≤∞Æ,36.85,37.38,36.72,37.38,37.08,-0.23,-0.6203,1.3685,807198,29816381.88,4422000000.0,2173489279.5
2017-10-25,'002761,∂‡œ≤∞Æ,37.08,37.49,36.79,37.09,37.28,-0.2,-0.5365,1.5018,885800,32935771.0,4449600000.0,2187055155.6
2017-10-24,'002761,∂‡œ≤∞Æ,37.28,37.3,36.74,36.74,36.97,0.31,0.8385,1.4776,871500,32274222.0,4473600000.0,2198851569.6
2017-10-23,'002761,∂‡œ≤∞Æ,36.97,36.99,36.4,36.45,36.5,0.47,1.2877,1.4191,837000,30648235.0,4436400000.0,2180567127.9
2017-10-20,'002761,∂‡œ≤∞Æ,36.5,36.91,36.16,36.91,36.09,0.41,1.136,1.5632,922010,33579174.0,4380000000.0,2152845555.0
2017-10-19,'002761,∂‡œ≤∞Æ,36.09,36.12,35.66,35.66,35.66,0.43,1.2058,1.4074,830109,29817973.21,4330800000.0,2128662906.3
2017-10-18,'002761,∂‡œ≤∞Æ,35.66,36.34,35.4,36.2,36.13,-0.47,-1.3009,1.3691,807500,28980904.0,4279200000.0,2103300616.2
2017-10-17,'002761,∂‡œ≤∞Æ,36.13,36.42,35.26,35.26,35.9,0.23,0.6407,1.3129,774370,27946378.3,4335600000.0,2131022189.1
2017-10-16,'002761,∂‡œ≤∞Æ,35.9,37.5,35.9,37.28,37.58,-1.68,-4.4705,2.3114,1363300,49951923.0,4308000000.0,2117456313.0
2017-10-13,'002761,∂‡œ≤∞Æ,37.58,37.95,37.24,37.92,37.69,-0.11,-0.2919,2.7762,1637450,61475111.9,4509600000.0,2216546190.6
2017-10-12,'002761,∂‡œ≤∞Æ,37.69,38.38,37.38,37.75,37.76,-0.07,-0.1854,2.7443,1618664,61047229.51,4522800000.0,2223034218.3
2017-10-11,'002761,∂‡œ≤∞Æ,37.76,38.0,37.0,37.3,37.21,0.55,1.4781,3.8553,2273913,85441048.22,4531200000.0,2227162963.2
2017-10-10,'002761,∂‡œ≤∞Æ,37.21,38.0,37.03,37.58,38.06,-0.85,-2.2333,3.2947,1943300,72934765.0,4465200000.0,2194722824.7
2017-10-09,'002761,∂‡œ≤∞Æ,38.06,38.14,36.91,37.45,37.3,0.76,2.0375,4.6798,2760250,103530491.5,4567200000.0,2244857584.2
2017-09-29,'002761,∂‡œ≤∞Æ,37.3,38.5,35.4,35.6,35.46,1.84,5.1889,10.3677,6115103,226356348.78,4476000000.0,2200031211.0
2017-09-28,'002761,∂‡œ≤∞Æ,35.46,36.08,35.22,35.97,35.97,-0.51,-1.4178,2.9965,1767400,63117120.07,4255200000.0,2091504202.2
2017-09-27,'002761,∂‡œ≤∞Æ,35.97,36.45,35.8,36.26,36.45,-0.48,-1.3169,3.0122,1776642,63974721.48,4316400000.0,2121585057.9
2017-09-26,'002761,∂‡œ≤∞Æ,36.45,36.5,35.4,35.56,35.56,0.89,2.5028,3.6339,2143358,77407511.28,4374000000.0,2149896451.5
2017-09-25,'002761,∂‡œ≤∞Æ,35.56,35.79,35.21,35.21,35.2,0.36,1.0227,2.2235,1311453,46526153.91,4267200000.0,2097402409.2
2017-09-22,'002761,∂‡œ≤∞Æ,35.2,35.95,35.19,35.48,35.64,-0.44,-1.2346,1.7458,1029700,36546976.0,4224000000.0,2076168864.0
2017-09-21,'002761,∂‡œ≤∞Æ,35.64,36.8,35.58,36.79,36.89,-1.25,-3.3885,3.2476,1915486,69081398.54,4276800000.0,2102120974.8
2017-09-20,'002761,∂‡œ≤∞Æ,36.89,37.39,36.75,37.18,37.18,-0.29,-0.78,2.8203,1663460,61454413.82,4426800000.0,2175848562.3
2017-09-19,'002761,∂‡œ≤∞Æ,37.18,37.59,36.66,37.18,37.13,0.05,0.1347,3.3899,1999450,74011910.0,4461600000.0,2192953362.6
2017-09-18,'002761,∂‡œ≤∞Æ,37.13,37.22,35.43,35.86,36.2,0.93,2.5691,4.101,2418860,88069200.4,4455600000.0,2190004259.1
2017-09-15,'002761,∂‡œ≤∞Æ,36.2,37.36,36.07,36.68,36.91,-0.71,-1.9236,3.8525,2272302,82852312.2,4344000000.0,2135150934.0
2017-09-14,'002761,∂‡œ≤∞Æ,36.91,37.66,36.28,36.85,36.86,0.05,0.1356,6.603,3894579,144344780.84,4429200000.0,2177028203.7
2017-09-13,'002761,∂‡œ≤∞Æ,36.86,36.88,35.12,35.57,35.55,1.31,3.685,6.4221,3787900,136626949.0,4423200000.0,2174079100.2
2017-09-12,'002761,∂‡œ≤∞Æ,35.55,35.59,34.9,35.08,35.3,0.25,0.7082,4.0952,2415452,84856814.03,4266000000.0,2096812588.5
2017-09-11,'002761,∂‡œ≤∞Æ,35.3,36.2,35.01,36.0,35.42,-0.12,-0.3388,5.2795,3113938,110279202.81,4236000000.0,2082067071.0
2017-09-08,'002761,∂‡œ≤∞Æ,35.42,35.68,34.15,34.5,34.1,1.32,3.871,7.2426,4271830,150356190.12,4250400000.0,2089144919.4
2017-09-07,'002761,∂‡œ≤∞Æ,34.1,34.85,33.79,33.8,33.78,0.32,0.9473,4.5292,2671412,91995915.44,4092000000.0,2011288587.0
2017-09-06,'002761,∂‡œ≤∞Æ,33.78,34.09,33.5,34.0,34.3,-0.52,-1.516,2.2488,1326400,44788453.0,4053600000.0,1992414324.6
2017-09-05,'002761,∂‡œ≤∞Æ,34.3,34.76,33.08,33.58,33.76,0.54,1.5995,3.3266,1962077,66646006.76,4116000000.0,2023085001.0
2017-09-04,'002761,∂‡œ≤∞Æ,33.76,34.26,33.57,34.26,34.28,-0.52,-1.5169,2.6275,1549782,52361725.78,4051200000.0,1991234683.2
2017-09-01,'002761,∂‡œ≤∞Æ,34.28,34.88,33.8,33.92,33.81,0.47,1.3901,3.8523,2272177,78362777.02,4113600000.0,2021905359.6
2017-08-31,'002761,∂‡œ≤∞Æ,33.81,33.98,33.58,33.75,33.75,0.06,0.1778,1.6643,981610,33161037.5,4057200000.0,1994183786.7
2017-08-30,'002761,∂‡œ≤∞Æ,33.75,34.0,33.58,33.7,33.7,0.05,0.1484,1.7138,1010841,34161575.97,4050000000.0,1990644862.5
2017-08-29,'002761,∂‡œ≤∞Æ,33.7,34.4,33.6,34.0,33.92,-0.22,-0.6486,1.9394,1143900,38632143.0,4044000000.0,1987695759.0
2017-08-28,'002761,∂‡œ≤∞Æ,33.92,34.8,33.07,33.43,33.29,0.63,1.8925,3.1472,1856300,62818207.88,4070400000.0,2000671814.4
2017-08-25,'002761,∂‡œ≤∞Æ,33.29,33.47,32.5,33.26,33.15,0.14,0.4223,2.2427,1322812,43756782.12,3994800000.0,1963513110.3
2017-08-24,'002761,∂‡œ≤∞Æ,33.15,34.25,33.0,33.98,33.91,-0.76,-2.2412,2.8243,1665854,55495550.96,3978000000.0,1955255620.5
2017-08-23,'002761,∂‡œ≤∞Æ,33.91,34.54,33.88,34.14,34.15,-0.24,-0.7028,2.1113,1245265,42502742.8,4069200000.0,2000081993.7
2017-08-22,'002761,∂‡œ≤∞Æ,34.15,34.75,34.01,34.56,34.76,-0.61,-1.7549,2.9289,1727512,59103005.44,4098000000.0,2014237690.5
2017-08-21,'002761,∂‡œ≤∞Æ,34.76,35.17,34.41,34.84,34.82,-0.06,-0.1723,2.2508,1327543,46065394.37,4171200000.0,2050216753.2
2017-08-18,'002761,∂‡œ≤∞Æ,34.82,35.89,34.7,35.0,35.34,-0.52,-1.4714,3.4134,2013307,70717842.92,4178400000.0,2053755677.4
2017-08-17,'002761,∂‡œ≤∞Æ,35.34,35.66,33.99,34.35,34.38,0.96,2.7923,4.7602,2807672,97811586.22,4240800000.0,2084426353.8
2017-08-16,'002761,∂‡œ≤∞Æ,34.38,34.92,34.25,34.66,34.66,-0.28,-0.8078,2.6559,1566507,53921123.85,4125600000.0,2027803566.6
2017-08-15,'002761,∂‡œ≤∞Æ,34.66,34.89,34.07,34.3,34.39,0.27,0.7851,2.6629,1570655,54258586.71,4159200000.0,2044318546.2
2017-08-14,'002761,∂‡œ≤∞Æ,34.39,34.85,33.88,33.92,33.94,0.45,1.3259,2.2888,1350007,46379358.53,4126800000.0,2028393387.3
2017-08-11,'002761,∂‡œ≤∞Æ,33.94,35.4,33.7,34.6,35.32,-1.38,-3.9071,3.6597,2158543,74267986.39,4072800000.0,2001851455.8
2017-08-10,'002761,∂‡œ≤∞Æ,35.32,36.1,34.6,35.52,35.82,-0.5,-1.3959,4.0729,2402256,84840970.68,4238400000.0,2083246712.4
2017-08-09,'002761,∂‡œ≤∞Æ,35.82,36.39,34.2,34.53,34.76,1.06,3.0495,4.5806,2701756,95210035.28,4298400000.0,2112737747.4
2017-08-08,'002761,∂‡œ≤∞Æ,34.76,35.5,34.18,34.39,34.4,0.36,1.0465,3.6145,2131921,74551627.5,4171200000.0,2050216753.2
