code,short,allToneQ,allToneA
002163,中航三鑫,0.6946564885496184,0.7137096774193549
002179,中航光电,0.6373559733171619,0.8517034068136272
300114,中航电测,0.6139767054908486,0.8328173374613003
002822,中装建设,0.7941176470588235,0.8774219058916568
002471,中超控股,0.3700107874865156,0.7513083525225036
300145,中金环境,0.41387024608501116,0.8961748633879781
002057,中钢天源,0.65625,0.7644812221514958
300308,中际装备,0.48333333333333334,0.7377049180327869
002511,中顺洁柔,0.6793893129770993,0.7904328018223234
300327,中颖电子,0.43243243243243246,0.8078770413064361
300489,中飞股份,0.6991150442477876,0.8555555555555555
002530,丰东股份,0.5906183368869936,0.8545454545454545
002805,丰元股份,0.711340206185567,0.8310376492194674
002618,丹邦科技,0.30133333333333334,0.7953943753434237
002374,丽鹏股份,0.5924426450742241,0.7762237762237763
300516,久之洋,0.6464646464646465,0.8476190476190476
002279,久其软件,0.5834522111269616,0.8854415274463007
300631,久吾高科,0.5786864931846345,0.7148846960167715
002037,久联发展,0.625,0.6282051282051282
002777,久远银海,0.3526570048309179,0.8295081967213115
300446,乐凯新材,0.5857605177993528,0.8190045248868778
300562,乐心医疗,0.6214833759590793,0.8588754134509372
300003,乐普医疗,0.5454545454545454,0.818608287724785
300104,乐视网,0.22627338522463472,0.5581273014203051
002319,乐通股份,0.8461538461538461,0.7333333333333333
300247,乐金健康,0.7575757575757576,0.9299781181619255
002687,乔治白,0.519327731092437,0.7192982456140351
300040,九洲电气,0.6077705827937095,0.5962894248608535
002242,九阳股份,0.7504207742245732,0.7990495587236931
002201,九鼎新材,0.7611940298507462,0.8641765704584041
002195,二三四五,0.5223880597014925,0.8058823529411765
002467,二六三,0.5036496350364964,0.6274509803921569
002059,云南旅游,0.6825396825396826,0.8183948447568834
002053,云南能投,0.6086547507055503,0.7438243366880146
002428,云南锗业,0.2999749812359269,0.7378984651711924
002539,云图控股,0.17194570135746606,0.6886543535620053
002200,云投生态,0.6842105263157895,0.7891963109354414
002182,云海金属,0.7647058823529411,0.9060402684563759
300420,五洋科技,0.7202797202797203,0.7848739495798319
002375,亚厦股份,0.3413173652694611,0.4975466143277723
002607,亚夏汽车,0.7551020408163265,0.6586980507539537
002540,亚太科技,0.39292654488923434,0.8165228113440197
002284,亚太股份,0.5882352941176471,0.7177615571776156
002370,亚太药业,0.6737588652482269,0.7796771130104464
002559,亚威股份,0.6157635467980296,0.8110599078341014
002811,亚泰国际,0.5454545454545454,0.775377969762419
002623,亚玛顿,0.7202797202797203,0.834038950042337
300399,京天利,0.7714285714285715,0.7401129943502824
002662,京威股份,0.7131474103585658,0.4594594594594595
002020,京新药业,0.5726495726495726,0.8065603012585472
002686,亿利达,0.51440329218107,0.8005865102639296
002019,亿帆医药,0.5873015873015873,0.6702508960573477
300014,亿纬锂能,0.8235294117647058,0.8125
300211,亿通科技,0.5064731267163594,0.8222222222222222
002629,仁智股份,0.6976744186046512,0.6882352941176471
300532,今天国际,0.594306049822064,0.8228284728755095
002746,仙坛股份,0.7701149425287356,0.6724137931034483
002332,仙琚制药,0.6404494382022472,0.7506493506493507
300254,仟源医药,0.7906976744186046,0.7606837606837606
002603,以岭药业,0.5925626515763944,0.7595598349381018
300311,任子行,0.6676557863501483,0.8410596026490066
300415,伊之密,0.6302521008403361,0.872
002441,众业达,0.260539629005059,0.6744868035190615
002707,众信旅游,0.7099236641221374,0.7505567928730512
,众和股份,0.12962962962962962,0.5975359342915811
002317,众生药业,0.806060606060606,0.7421825143586471
300531,优博讯,0.5966386554621849,0.7089386850529426
300549,优德精密,0.5934959349593496,0.8681318681318682
300578,会畅通讯,0.6423841059602649,0.8037735849056604
002372,伟星新材,0.4174397031539889,0.6492199295420232
002003,伟星股份,0.625585023400936,0.6949745812151011
002010,传化智联,0.4664310954063604,0.8438193273582394
300181,佐力药业,0.7185576077396658,0.7725118483412322
002644,佛慈制药,0.6747967479674797,0.8406473700591348
300264,佳创视讯,0.6396396396396397,0.8775510204081632
300559,佳发安泰,0.8,0.7983193277310925
300193,佳士科技,0.4674493062966915,0.6617647058823529
300213,佳讯飞鸿,0.6701030927835051,0.7970443349753694
002495,佳隆股份,0.625531914893617,0.8137097947896959
300249,依米康,0.7435897435897436,0.7848537005163512
002286,保龄宝,0.5353121801432957,0.8711458812701335
300469,信息发展,0.7830188679245284,0.7826649417852523
002294,信立泰,0.6111111111111112,0.8088050314465409
300136,信维通信,0.7538461538461538,0.7839107457428068
002664,信质电机,0.6691729323308271,0.6808510638297872
002390,信邦制药,0.7666666666666667,0.8402203856749312
002105,信隆健康,0.8315789473684211,0.8767772511848341
300529,健帆生物,0.6792452830188679,0.7111356119073869
300174,元力股份,0.6678700361010831,0.8688524590163934
002562,兄弟科技,0.6642335766423357,0.7777777777777778
002256,兆新股份,0.7699115044247787,0.8278145695364238
300333,兆日科技,0.575,0.7658779576587795
002429,兆驰股份,0.7627118644067796,0.8027127003699137
300450,先导智能,0.6296296296296297,0.7412398921832885
300137,先河环保,0.5,0.7153024911032029
300541,先进数通,0.6619718309859155,0.8178368121442126
300163,先锋新材,0.3646055437100213,0.6774123046661567
002767,先锋电子,0.6652719665271967,0.8936170212765957
300356,光一科技,0.5966386554621849,0.8214123006833713
002741,光华科技,0.6644295302013423,0.8473282442748091
002524,光正集团,0.7614678899082569,0.7634408602150538
002708,光洋股份,0.5,0.9259259259259259
300383,光环新网,0.7088607594936709,0.6992143658810326
300251,光线传媒,0.41329707920357867,0.5583418050378403
002281,光迅科技,0.5877862595419847,0.7419354838709677
300227,光韵达,0.6058700209643606,0.7558318200866043
002661,克明面业,0.6,0.7941176470588235
002043,兔宝宝,0.5555555555555556,0.8105781057810578
300458,全志科技,0.32805071315372425,0.6655616942909761
002186,全聚德,0.4530845703390985,0.7961290322580645
300359,全通教育,0.5737704918032787,0.8857142857142857
002592,八菱科技,0.3442622950819672,0.7669902912621359
002655,共达电声,0.5736040609137055,0.7938931297709924
002436,兴森科技,0.4828897338403042,0.8181818181818182
002355,兴民智通,0.65,0.8873239436619719
300266,兴源环境,0.5875,0.738353002373289
300573,兴齐眼药,0.557632398753894,0.7871208089409261
002691,冀凯股份,0.554140127388535,0.7241379310344828
300536,农尚环境,0.8454106280193237,0.868421052631579
300238,冠昊生物,0.45231711987744155,0.7971391417425228
002102,冠福股份,0.5670498084291188,0.8326137495848556
300533,冰川网络,0.6598639455782314,0.6873136800264988
002207,准油股份,0.23711340206185566,0.4823848238482385
002760,凤形股份,0.6445131375579598,0.6952380952380952
002823,凯中精密,0.6317991631799164,0.869281045751634
300326,凯利泰,0.20408163265306123,0.6500280426247896
300407,凯发电气,0.6176470588235294,0.7645429362880887
002012,凯恩股份,0.7974683544303798,0.7723577235772358
002425,凯撒文化,0.7714285714285715,0.8632010943912448
002072,凯瑞德,0.8033707865168539,0.7759472817133443
002549,凯美特气,0.675392670157068,0.6727911573091282
002821,凯莱英,0.5798249270529386,0.7985153764581124
002783,凯龙股份,0.5313807531380753,0.6245733788395904
002027,分众传媒,0.6484499840204538,0.5904936014625228
300451,创业软件,0.5782312925170068,0.7103377686796314
300366,创意信息,0.49546106067845197,0.9106002554278416
002173,创新医疗,0.7572254335260116,0.7376920047262702
300250,初灵信息,0.4436625688851208,0.8251928020565553
300296,利亚德,0.5957446808510638,0.8211920529801325
002651,利君股份,0.7435897435897436,0.6992481203007519
300596,利安隆,0.7241379310344828,0.8884664131812421
002258,利尔化学,0.673202614379085,0.6379789006107718
300289,利德曼,0.5580212667591308,0.743421052631579
002131,利欧股份,0.36062378167641324,0.48743718592964824
002734,利民股份,0.5483133218982276,0.5741324921135647
002501,利源精制,0.504102096627165,0.6642335766423357
601366,利群股份,0.601078167115903,0.8405797101449275
002189,利达光电,0.8235294117647058,0.8706697459584296
300421,力星股份,0.7431192660550459,0.7190635451505016
300184,力源信息,0.6239801347995744,0.7190243902439024
002393,力生制药,0.1804483645718486,0.8208023060293058
002650,加加食品,0.35708227311280744,0.5901814300960512
002191,劲嘉股份,0.5468208092485549,0.8247086247086247
300400,劲拓股份,0.5609756097560976,0.7052631578947368
002638,勤上股份,0.336283185840708,0.7933333333333333
002392,北京利尔,0.43851508120649646,0.6803551609322974
300223,北京君正,0.37735849056603776,0.7322922476296709
002350,北京科锐,0.618665328650276,0.8874296435272045
300352,北信源,0.4457831325301205,0.802547770700637
002246,北化股份,0.6677316293929713,0.473972602739726
002151,北斗星通,0.7358490566037735,0.751211433478501
002307,北新路桥,0.6416464891041163,0.8127925117004681
002371,北方华创,0.824,0.851063829787234
002613,北玻股份,0.7572254335260116,0.8387329013678906
002148,北纬通信,0.5689555683785343,0.8761418176188265
300216,千山药机,0.6867469879518072,0.8024691358024691
002373,千方科技,0.4864864864864865,0.7111111111111111
002550,千红制药,0.5510204081632653,0.7537437603993344
002259,升达林业,0.5774058577405857,0.8192090395480226
002248,华东数控,0.5616797900262467,0.7515099223468508
002685,华东重机,0.3573407202216066,0.6424581005586593
300161,华中数控,0.5435647943387881,0.7275557861961598
300110,华仁药业,0.6771300448430493,0.8751027115858668
002018,华信国际,0.37113877362840014,0.7492877492877493
002007,华兰生物,0.6132524902555219,0.7341692789968652
300592,华凯创意,0.5683453237410072,0.7641984184040259
300045,华力创通,0.5185659411011524,0.5992578849721707
600325,华发股份,0.4293628808864266,0.7970540098199672
002185,华天科技,0.5854601701469451,0.6642096642096642
000607,华媒控股,0.5027489309712889,0.8040566398775354
002042,华孚色纺,0.7088948787061995,0.84
300271,华宇软件,0.5,0.7333333333333333
002645,华宏科技,0.7027027027027027,0.7723770005927684
002064,华峰氨纶,0.375,0.6802507836990596
300180,华峰超纤,0.7777777777777778,0.8567164179104477
002035,华帝股份,0.7185501066098081,0.9089968976215098
300291,华录百纳,0.5015974440894568,0.7678983833718245
002494,华斯股份,0.5964391691394659,0.6867469879518072
002274,华昌化工,0.696,0.7125154894671624
300278,华昌达,0.6262975778546713,0.8350515463917526
002270,华明装备,0.7956204379562044,0.8148964301454386
300025,华星创业,0.4995925020374898,0.761969904240766
300012,华测检测,0.5726027397260274,0.7031325301204819
002787,华源控股,0.8909090909090909,0.7888198757763976
300323,华灿光电,0.5,0.7068114511352419
300133,华策影视,0.16159250585480095,0.862697774202199
002840,华统股份,0.7741935483870968,0.7265973254086181
300490,华自科技,0.6467532467532467,0.7484276729559748
300527,华舟应急,0.6754385964912281,0.8436482084690554
002321,华英农业,0.6283185840707964,0.7719714964370546
300330,华虹计通,0.32359774311317624,0.8071705426356589
002630,华西能源,1.0,0.8021978021978022
300027,华谊兄弟,0.5152838427947598,0.7541248786800389
300071,华谊嘉信,0.5238095238095238,0.7526205450733753
002758,华通医药,0.5628415300546448,0.6571428571428571
002004,华邦健康,0.4821852731591449,0.8133333333333334
300462,华铭智能,0.7052631578947368,0.3295774647887324
002806,华锋股份,0.9259259259259259,0.8761609907120743
300350,华鹏飞,0.6480938416422287,0.8023695487774137
002506,协鑫集成,0.5054945054945055,0.6624895572263994
002369,卓翼科技,0.7687074829931972,0.6785482825664291
002040,南京港,0.7566539923954373,0.8184800437397485
002757,南兴装备,0.6666666666666666,0.8347107438016529
300417,南华仪器,0.6528925619834711,0.8378378378378378
002305,南国置业,0.6370808678500987,0.7667185069984448
300346,南大光电,0.2599292174596933,0.819718309859155
002314,南山控股,0.5779816513761468,0.7349693251533742
002096,南岭民爆,0.6396396396396397,0.7002583979328165
002127,南极电商,0.6249105225483178,0.7611940298507462
002389,南洋科技,0.6547231270358306,0.7056277056277056
002212,南洋股份,0.719626168224299,0.7788018433179723
300280,南通锻压,0.5692307692307692,0.7542928940388105
300068,南都电源,0.660377358490566,0.7578378378378379
300422,博世科,0.8130841121495327,0.7558945908460472
002297,博云新材,0.6153846153846154,0.8
300548,博创科技,0.6161616161616161,0.8843683083511777
002698,博实股份,0.6111111111111112,0.7139946146568663
002649,博彦科技,0.7398373983739838,0.6530612244897959
300525,博思软件,0.6795252225519288,0.8476190476190476
300318,博晖创新,0.6476683937823834,0.5466536394723986
300404,博济医药,0.5111111111111111,0.8108906711692697
002282,博深工具,0.7971014492753623,0.8781725888324873
300363,博腾股份,0.47968465736810184,0.7369477911646586
002268,卫士通,0.39776357827476033,0.8071334214002642
300253,卫宁健康,0.5131578947368421,0.8003591422837224
002648,卫星石化,0.6774193548387096,0.8430321592649311
002143,印纪传媒,0.5862068965517241,0.610223642172524
300471,厚普股份,0.7054631828978623,0.7697841726618705
002718,友邦吊顶,0.5964912280701754,0.7523452157598499
002277,友阿股份,0.7090909090909091,0.7808219178082192
002481,双塔食品,0.7037037037037037,0.8591549295774648
002693,双成药业,0.5532879818594104,0.7049285599614706
002585,双星新材,0.7799043062200957,0.9193548387096774
300444,双杰电气,0.84375,0.8844234305227213
300100,双林股份,0.8160919540229885,0.6586834934748315
002381,双箭股份,0.5304182509505703,0.7889182058047494
002395,双象股份,0.48261526832955404,0.706959706959707
002038,双鹭药业,0.40885663195540123,0.4741611399303959
300108,双龙股份,0.6135770234986945,0.7865040030499428
300551,古鳌科技,0.6525075363113182,0.8710407239819005
002782,可立克,0.6602316602316602,0.7872968980797637
300046,台基股份,0.5812720848056536,0.8807588075880759
002366,台海核电,0.3548387096774194,0.8222222222222222
002588,史丹利,0.5535889872173058,0.6464379947229552
002538,司尔特,0.2848645076007931,0.7588843904633378
002383,合众思壮,0.6940509915014165,0.8145210494203783
002228,合兴包装,0.5607985480943738,0.9263521288837745
002217,合力泰,0.7171717171717171,0.8074866310160428
300048,合康新能,0.2732732732732733,0.7958783120706575
300477,合纵科技,0.4891416752843846,0.7819249318515412
002208,合肥城建,0.5789473684210527,0.7543859649122807
300597,吉大通信,0.559322033898305,0.8568291611769873
002803,吉宏股份,0.8160919540229885,0.8143459915611815
300022,吉峰农机,0.4666666666666667,0.7614678899082569
000623,吉林敖东,0.5891238670694864,0.8498789346246973
300309,吉艾科技,0.6067415730337079,0.673469387755102
002835,同为股份,0.6685808039376537,0.8534798534798534
002845,同兴达,0.47728686994399505,0.7090909090909091
300321,同大股份,0.5594202898550724,0.6933187294633077
002360,同德化工,0.5495978552278821,0.7548387096774194
300302,同有科技,0.7777777777777778,0.8608695652173913
002052,同洲电子,0.3957845433255269,0.7848739495798319
300538,同益股份,0.6903633491311216,0.7700849118223383
300506,名家汇,0.6749435665914221,0.8329646017699115
002830,名雕股份,0.44881889763779526,0.7164915833438805
300111,向日葵,0.624505928853755,0.7575757575757576
002232,启明信息,0.5186615186615187,0.7698081734778982
002439,启明星辰,0.2762107503991485,0.7335307179866766
300500,启迪设计,0.4980392156862745,0.8910505836575876
300292,吴通控股,0.7297297297297297,0.7945205479452054
300550,和仁科技,0.6722532588454376,0.8108530361420686
300273,和佳股份,0.3392857142857143,0.7738748627881449
300279,和晶科技,0.8055555555555556,0.8329853862212944
002816,和科达,0.726027397260274,0.6501457725947521
002824,和胜股份,0.45263157894736844,0.703757225433526
300141,和顺电气,0.6518987341772152,0.783068783068783
002615,哈尔斯,0.5193798449612403,0.7729257641921398
002567,唐人神,0.7312252964426877,0.776536312849162
300426,唐德影视,0.5959079283887468,0.8315377081292851
002462,嘉事堂,0.4074074074074074,0.7473684210526316
300117,嘉寓股份,0.4634146341463415,0.6326530612244898
002198,嘉应制药,0.5952597994530537,0.7516339869281046
002404,嘉欣丝绸,0.6792452830188679,0.7489451476793249
002486,嘉麟杰,0.7012987012987013,0.770040134504827
300468,四方精创,0.5686274509803921,0.8748221906116643
300179,四方达,0.3840579710144928,0.5795297372060858
002405,四维图新,0.6483516483516484,0.784366576819407
300428,四通新材,0.5652173913043478,0.8452611218568666
300041,回天新材,0.55309205521139,0.8197887475749084
002586,围海股份,0.6771929824561403,0.7206053550640279
002736,国信证券,0.4219364058592355,0.7074910820451843
002045,国光电器,0.6372282608695653,0.7511568123393316
002749,国光股份,0.4736269711799891,0.7988826815642458
002377,国创高新,0.6697247706422018,0.8358974358974359
002449,国星光电,0.5617283950617284,0.7975537747785745
300077,国民技术,0.49295774647887325,0.7747252747252747
300285,国瓷材料,0.5912408759124088,0.773371104815864
300388,国祯环保,0.5008605851979346,0.6797900262467191
002205,国统股份,0.6904761904761905,0.7478005865102639
300094,国联水产,0.6819277108433734,0.8450390189520625
002093,国脉科技,0.719626168224299,0.719626168224299
002074,国轩高科,0.6410571604179471,0.775609756097561
002299,圣农发展,0.5737122557726465,0.7808219178082192
002473,圣莱达,0.8315789473684211,0.8580441640378549
002580,圣阳股份,0.6152716593245228,0.7718446601941747
300403,地尔汉宇,0.5423976608187133,0.6872210698346848
002791,坚朗五金,0.5079365079365079,0.7991701244813278
300116,坚瑞沃能,0.5850622406639004,0.8491514770584538
002747,埃斯顿,0.48466257668711654,0.8586572438162544
002447,壹桥股份,0.6078431372549019,0.7986013986013986
002761,多喜爱,0.75,0.7869249394673123
002407,多氟多,0.4594594594594595,0.7508650519031141
002263,大东南,0.8315789473684211,0.7249417249417249
002385,大北农,0.75,0.8715596330275229
002236,大华股份,0.5527156549520766,0.909297052154195
300134,大富科技,0.52046783625731,0.7900142653352353
002505,大康农业,0.6949152542372882,0.746031746031746
002008,大族激光,0.5949367088607594,0.788235294117647
002249,大洋电机,0.7771260997067448,0.8615500376222723
002077,大港股份,0.4603174603174603,0.7204301075268817
300021,大禹节水,0.7365269461077845,0.8220889555222389
002606,大连电瓷,0.6687116564417178,0.7566539923954373
002204,大连重工,0.43276283618581907,0.8171557562076749
002487,大金重工,0.3888888888888889,0.7222222222222222
002459,天业通联,0.4245146334395827,0.8061389337641357
300390,天华超净,0.4932680538555691,0.7677419354838709
002386,天原集团,0.43434343434343436,0.8095238095238095
300397,天和防务,0.697841726618705,0.8011695906432749
300205,天喻信息,0.6593090211132437,0.6898597626752967
300332,天壕环境,0.48872180451127817,0.7294250281848929
002009,天奇股份,0.2041108986615679,0.39257028112449793
002238,天威视讯,0.8279569892473119,0.8201634877384196
300394,天孚通信,0.5044776119402985,0.7786561264822134
002220,天宝股份,0.4666666666666667,0.6384180790960452
300313,天山生物,0.5877437325905293,0.8127702874586619
002509,天广中茂,0.5526802218114603,0.8151932474455797
002100,天康生物,0.4844533600802407,0.6982397317686504
300169,天晟新材,0.6842105263157895,0.8647342995169082
002510,天汽模,0.7628458498023716,0.7628458498023716
002564,天沃科技,0.6423841059602649,0.7838097525822724
300209,天泽信息,0.7666666666666667,0.8407960199004975
002134,天津普林,0.7009345794392523,0.6115107913669064
300008,天海防务,0.7744360902255639,0.8107370336669699
002113,天润数娱,0.5294117647058824,0.8327526132404182
002283,天润曲轴,0.6761487964989059,0.7910763374920703
300047,天源迪科,0.6094254357650097,0.6393220338983051
300245,天玑科技,0.5912408759124088,0.5734265734265734
300165,天瑞仪器,0.6083086053412463,0.7037037037037037
002354,天神娱乐,0.5526791089704997,0.8323932312651088
300362,天翔环境,0.7757009345794392,0.8151260504201681
300569,天能重工,0.727391874180865,0.654747225647349
300148,天舟文化,0.5059445178335534,0.7682481751824818
002419,天虹商场,0.5924248662000824,0.7907642010625255
002709,天赐材料,0.3969849246231156,0.7135135135135136
002124,天邦股份,0.5531531531531532,0.822380106571936
300587,天铁股份,0.5607077486272117,0.7672379434037465
300342,天银机电,0.6866096866096866,0.8130841121495327
002759,天际股份,0.7922077922077922,0.7337962962962963
002800,天顺股份,0.6783216783216783,0.8648648648648649
002531,天顺风能,0.43871273071462374,0.8524892440073756
002453,天马精化,0.5500725689404934,0.8076923076923077
002122,天马股份,0.7281553398058253,0.8547854785478548
002466,天齐锂业,0.7593984962406015,0.8202898550724638
300029,天龙光电,0.7931034482758621,0.7062937062937062
002433,太安堂,0.5846422338568935,0.8961038961038961
002368,太极股份,0.46938775510204084,0.8299881936245572
300344,太空板业,0.7313432835820896,0.8965071151358344
300570,太辰光,0.589098532494759,0.8497652582159625
002300,太阳电缆,0.6652719665271967,0.7466307277628033
300123,太阳鸟,0.5142857142857142,0.5875354107648725
002781,奇信股份,0.7333333333333333,0.9187637969094923
002287,奇正藏药,0.8058252427184466,0.686351384464592
300082,奥克股份,0.5168906647293862,0.7522768670309654
002587,奥拓电子,0.5740740740740741,0.9672466734902764
002338,奥普光电,0.7505668934240363,0.7987730061349694
002239,奥特佳,0.8104906937394247,0.8560287942411517
002227,奥特迅,0.48333333333333334,0.777509068923821
002701,奥瑞金,0.3060532030401737,0.7676348547717843
002231,奥维通信,0.564185544768069,0.7427821522309711
300585,奥联电子,0.5635939323220536,0.8391224862888482
002292,奥飞娱乐,0.5491803278688525,0.7629908300023512
002668,奥马电器,0.52,0.6944444444444444
002729,好利来,0.46938775510204084,0.7257142857142858
002582,好想你,0.6205962059620597,0.7666567959727569
002605,姚记扑克,0.6513761467889908,0.7480314960629921
002308,威创股份,0.6880799428979301,0.7869364037447542
002058,威尔泰,0.6287215411558669,0.7566539923954373
002111,威海广泰,0.45191910854312833,0.7075718015665796
002083,孚日股份,0.6153846153846154,0.6521739130434783
002164,宁波东力,0.4527027027027027,0.7592920353982301
002048,宁波华翔,0.5566265060240964,0.5778364116094987
002142,宁波银行,0.4870881567230632,0.7374897456931911
002289,宇顺电子,0.49971703452178834,0.8126829268292682
300218,安利股份,0.16910229645093947,0.28225806451612906
002235,安妮股份,0.5466408893185113,0.8689048760991207
300155,安居宝,0.5254237288135594,0.6821515892420538
300370,安控科技,0.6724864539434076,0.7972105508870215
300380,安硕信息,0.38349514563106796,0.635036496350365
